,name,mana_cost,cmc,oracle_text,prices,set,rarity
8568,No Quarter,{3}{R},4.0,Whenever a creature becomes blocked by a creature with lesser power  destroy the blocking creature. Whenever a creature blocks a creature with lesser power  destroy the attacking creature.,0.29,tmp,2
8569,Uncharted Haven,_,0.0,This Card enters the battlefield tapped. As This Card enters the battlefield  choose a color. {T}: Add one mana of the chosen color.,0.06,neo,0
8570,Psychic Possession,{2}{U}{U},4.0,Enchant opponent Skip your draw step. Whenever enchanted opponent draws a card  you may draw a card.,3.29,dis,2
8571,Sea God's Scorn,{4}{U}{U},6.0,Return up to three target creatures and/or enchantments to their owners' hands.,0.04,thb,1
8572,Black Market Connections,{2}{B},3.0,At the beginning of your precombat main phase  choose one or more — • Sell Contraband — Create a Treasure token. You lose 1 life. • Buy Information — Draw a card. You lose 2 life. • Hire a Mercenary — Create a 3/2 colorless Shapeshifter creature token with changeling. You lose 3 life. (It has every creature type.),28.55,clb,2
8573,Howling Mine,{2},2.0,At the beginning of each player's draw step  if This Card is untapped  that player draws an additional card.,4.7,c16,2
8574,Nesting Grounds,_,0.0,{T}: Add {C}. {1}  {T}: Move a counter from target permanent you control onto another target permanent. Activate only as a sorcery.,1.88,ncc,2
8575,Bituminous Blast,{3}{B}{R},5.0,Cascade (When you cast this spell  exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom of your library in a random order.) This Card deals 4 damage to target creature.,0.08,afc,1
8576,Skull Rend,{3}{B}{R},5.0,This Card deals 2 damage to each opponent. Those players each discard two cards at random.,0.11,rtr,0
8577,Necrobite,{2}{B},3.0,Target creature gains deathtouch until end of turn. Regenerate it. (The next time that creature would be destroyed this turn  it isn't. Instead tap it  remove all damage from it  and remove it from combat. Any amount of damage a creature with deathtouch deals to a creature is enough to destroy it.),0.07,m15,0
8578,Charisma,{U}{U}{U},3.0,Enchant creature Whenever enchanted creature deals damage to a creature  gain control of the other creature for as long as This Card remains on the battlefield.,12.0,mmq,2
8579,Marsh Casualties,{B}{B},2.0,Kicker {3} (You may pay an additional {3} as you cast this spell.) Creatures target player controls get -1/-1 until end of turn. If this spell was kicked  those creatures get -2/-2 until end of turn instead.,0.05,ddp,1
8580,Mystic Denial,{1}{U}{U},3.0,Counter target creature or sorcery spell.,28.78,ptk,1
8581,Tigereye Cameo,{3},3.0,{T}: Add {G} or {W}.,0.23,inv,1
8582,Break Asunder,{2}{G}{G},4.0,Destroy target artifact or enchantment. Cycling {2} ({2}  Discard this card: Draw a card.),0.12,scg,0
8583,Phyrexian Lens,{3},3.0,{T}  Pay 1 life: Add one mana of any color.,0.3,inv,2
8584,Humble,{1}{W},2.0,Until end of turn  target creature loses all abilities and has base power and toughness 0/1.,0.05,ema,0
8585,Skyclave Plunder,{4}{U},5.0,Look at the top X cards of your library  where X is three plus the number of creatures in your party. Put three of those cards into your hand and the rest on the bottom of your library in a random order. (Your party consists of up to one each of Cleric  Rogue  Warrior  and Wizard.),0.04,znr,1
8586,Land Tax,{W},1.0,At the beginning of your upkeep  if an opponent controls more lands than you  you may search your library for up to three basic land cards  reveal them  put them into your hand  then shuffle.,35.71,2xm,3
8587,Blitz of the Thunder-Raptor,{1}{R},2.0,This Card deals damage to target creature or planeswalker equal to the number of instant and sorcery cards in your graveyard. If that creature or planeswalker would die this turn  exile it instead.,0.07,iko,1
8588,Telepathy,{U},1.0,Your opponents play with their hands revealed.,0.18,m10,1
8589,Quenchable Fire,{3}{R},4.0,This Card deals 3 damage to target player or planeswalker. It deals an additional 3 damage to that player or planeswalker at the beginning of your next upkeep step unless that player or that planeswalker's controller pays {U} before that step.,0.17,con,0
8590,Aura of Dominion,{U}{U},2.0,Enchant creature {1}  Tap an untapped creature you control: Untap enchanted creature.,0.26,chk,1
8591,Lunar Rejection,{1}{U},2.0,Cleave {3}{U} (You may cast this spell for its cleave cost. If you do  remove the words in square brackets.) Return target [Wolf or Werewolf] creature to its owner's hand. Draw a card.,0.02,vow,1
8592,Malfunction,{3}{U},4.0,Enchant artifact or creature When This Card enters the battlefield  tap enchanted permanent. Enchanted permanent doesn't untap during its controller's untap step.,0.02,kld,0
8593,Dematerialize,{3}{U},4.0,Return target permanent to its owner's hand. Flashback {5}{U}{U} (You may cast this card from your graveyard for its flashback cost. Then exile it.),0.05,ody,0
8594,Unleash the Inferno,{1}{B}{R}{G},4.0,This Card deals 7 damage to target creature or planeswalker. When it deals excess damage this way  destroy target artifact or enchantment an opponent controls with mana value less than or equal to that amount of excess damage.,0.15,snc,2
8595,Reverberation,{2}{U}{U},4.0,All damage that would be dealt this turn by target sorcery spell is dealt to that spell's controller instead.,40.17,leg,2
8596,Militia's Pride,{1}{W},2.0,Whenever a nontoken creature you control attacks  you may pay {W}. If you do  create a 1/1 white Kithkin Soldier creature token that's tapped and attacking.,1.52,lrw,2
8597,Rod of Absorption,{2}{U},3.0,Whenever a player casts an instant or sorcery spell  exile it instead of putting it into a graveyard as it resolves. {X}  {T}  Sacrifice This Card: You may cast any number of spells from among cards exiled with This Card with total mana value X or less without paying their mana costs.,0.21,afc,2
8598,"Dihada, Binder of Wills",{1}{R}{W}{B},4.0,+2: Up to one target legendary creature gains vigilance  lifelink  and indestructible until your next turn. −3: Reveal the top four cards of your library. Put any number of legendary cards from among them into your hand and the rest into your graveyard. Create a Treasure token for each card put into your graveyard this way. −11: Gain control of all nonland permanents until end of turn. Untap them. They gain haste until end of turn. This Card can be your commander.,3.57,dmc,3
8599,Kick in the Door,{R},1.0,Put a +1/+1 counter on target creature. That creature gains haste until end of turn and can't be blocked by Walls this turn. Venture into the dungeon. (Enter the first room or advance to the next room.),0.05,afr,0
8600,Sustenance,{1}{G},2.0,{1}  Sacrifice a land: Target creature gets +1/+1 until end of turn.,0.2,mmq,1
8601,Descent of the Dragons,{4}{R}{R},6.0,Destroy any number of target creatures. For each creature destroyed this way  its controller creates a 4/4 red Dragon creature token with flying.,4.3,dtk,3
8602,Catalyst Stone,{2},2.0,Flashback costs you pay cost up to {2} less. Flashback costs your opponents pay cost {2} more.,2.64,ody,2
8603,Ichor Explosion,{5}{B}{B},7.0,As an additional cost to cast this spell  sacrifice a creature. All creatures get -X/-X until end of turn  where X is the sacrificed creature's power.,0.09,nph,1
8604,Grove of the Burnwillows,_,0.0,{T}: Add {C}. {T}: Add {R} or {G}. Each opponent gains 1 life.,5.37,ima,2
8605,Seize the Storm,{4}{R},5.0,"Create a red Elemental creature token with trample and ""This creature's power and toughness are each equal to the number of instant and sorcery cards in your graveyard plus the number of cards with flashback you own in exile."" Flashback {6}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",0.04,mid,1
8606,Midsummer Revel,{3}{G}{G},5.0,At the beginning of your upkeep  you may put a verse counter on This Card. {G}  Sacrifice This Card: Create X 3/3 green Beast creature tokens  where X is the number of verse counters on This Card.,0.41,usg,2
8607,Swift Justice,{W},1.0,Until end of turn  target creature gets +1/+0 and gains first strike and lifelink.,0.17,ddn,0
8608,Necroduality,{3}{U},4.0,Whenever a nontoken Zombie enters the battlefield under your control  create a token that's a copy of that creature.,9.17,vow,3
8609,Gruul Signet,{2},2.0,{1}  {T}: Add {R}{G}.,0.58,afc,0
8610,Shrewd Negotiation,{4}{U},5.0,Exchange control of target artifact you control and target artifact or creature you don't control.,0.08,kld,1
8611,Unnatural Hunger,{3}{B}{B},5.0,Enchant creature At the beginning of the upkeep of enchanted creature's controller  This Card deals damage equal to that creature's power to that player unless they sacrifice another creature.,0.34,mmq,2
8612,Recruitment Drive,{2}{W},3.0,Roll a d20. 1—9 | Create two 1/1 white Soldier creature tokens. 10—19 | Create two 2/2 white Knight creature tokens. 20 | Create three 2/2 white Knight creature tokens.,0.05,clb,0
8613,Scoured Barrens,_,0.0,This Card enters the battlefield tapped. When This Card enters the battlefield  you gain 1 life. {T}: Add {W} or {B}.,0.1,neo,0
8614,Fyndhorn Bow,{2},2.0,{3}  {T}: Target creature gains first strike until end of turn.,0.14,ice,1
8615,Gruul Guildgate,_,0.0,This Card enters the battlefield tapped. {T}: Add {R} or {G}.,0.18,znc,0
8616,Paradox Engine,{5},5.0,Whenever you cast a spell  untap all nonland permanents you control.,5.85,aer,3
8617,Whirlwind,{2}{G}{G},4.0,Destroy all creatures with flying.,0.64,cma,2
8618,Share the Spoils,{1}{R},2.0,When This Card enters the battlefield or an opponent loses the game  exile the top card of each player's library. During each player's turn  that player may play a land or cast a spell from among cards exiled with This Card  and they may spend mana as though it were mana of any color to cast that spell. When they do  exile the top card of their library.,0.19,afc,2
8619,Relentless Pursuit,{2}{G},3.0,Reveal the top four cards of your library. You may put a creature card and/or a land card from among them into your hand. Put the rest into your graveyard.,0.03,thb,0
8620,Touch of Moonglove,{B},1.0,Target creature you control gets +1/+0 and gains deathtouch until end of turn. Whenever a creature dealt damage by that creature dies this turn  its controller loses 2 life. (Any amount of damage a creature with deathtouch deals to a creature is enough to destroy it.),0.11,ori,0
8621,One Thousand Lashes,{2}{W}{B},4.0,Enchant creature Enchanted creature can't attack or block  and its activated abilities can't be activated. At the beginning of the upkeep of enchanted creature's controller  that player loses 1 life.,0.15,gtc,1
8622,Trumpet Blast,{2}{R},3.0,Attacking creatures get +2/+0 until end of turn.,0.02,m19,0
8623,Graf Harvest,{B},1.0,Zombies you control have menace. (They can't be blocked except by two or more creatures.) {3}{B}  Exile a creature card from your graveyard: Create a 2/2 black Zombie creature token.,0.3,emn,1
8624,Vanish into Memory,{2}{W}{U},4.0,Exile target creature. You draw cards equal to that creature's power. At the beginning of your next upkeep  return that card to the battlefield under its owner's control. If you do  discard cards equal to that creature's toughness.,0.04,afc,1
8625,Shrapnel Blast,{1}{R},2.0,As an additional cost to cast this spell  sacrifice an artifact. This Card deals 5 damage to any target.,0.25,ddu,1
8626,Dragon Appeasement,{3}{B}{R}{G},6.0,Skip your draw step. Whenever you sacrifice a creature  you may draw a card.,0.17,arb,1
8627,Drown in Dreams,{X}{2}{U},3.0,Choose one. If you control a commander as you cast this spell  you may choose both. • Target player draws X cards. • Target player mills twice X cards.,5.74,mic,2
8628,Ravenform,{2}{U},3.0,Exile target artifact or creature. Its controller creates a 1/1 blue Bird creature token with flying. Foretell {U} (During your turn  you may pay {2} and exile this card from your hand face down. Cast it on a later turn for its foretell cost.),0.16,khm,0
8629,Leaf Arrow,{G},1.0,This Card deals 3 damage to target creature with flying.,0.04,roe,0
8630,Dust Bowl,_,0.0,{T}: Add {C}. {3}  {T}  Sacrifice a land: Destroy target nonbasic land.,17.58,mmq,2
8631,Hunting Pack,{5}{G}{G},7.0,Create a 4/4 green Beast creature token. Storm (When you cast this spell  copy it for each spell cast before it this turn.),0.01,mh2,1
8632,Dark Betrayal,{B},1.0,Destroy target black creature.,0.05,ths,1
8633,Pulverize,{4}{R}{R},6.0,You may sacrifice two Mountains rather than pay this spell's mana cost. Destroy all artifacts.,0.83,mmq,2
8634,Esper Charm,{W}{U}{B},3.0,Choose one — • Destroy target enchantment. • Draw two cards. • Target player discards two cards.,0.62,c18,1
8635,Unholy Citadel,_,0.0,"Black legendary creatures you control have ""bands with other legendary creatures."" (Any legendary creatures can attack in a band as long as at least one has ""bands with other legendary creatures."" Bands are blocked as a group. If at least two legendary creatures you control  one of which has ""bands with other legendary creatures "" are blocking or being blocked by the same creature  you divide that creature's combat damage  not its controller  among any of the creatures it's being blocked by or is blocking.)",8.68,leg,1
8636,Archive Trap,{3}{U}{U},5.0,If an opponent searched their library this turn  you may pay {0} rather than pay this spell's mana cost. Target opponent mills thirteen cards.,12.88,zen,2
8637,Path of Peril,{1}{B}{B},3.0,Cleave {4}{W}{B} (You may cast this spell for its cleave cost. If you do  remove the words in square brackets.) Destroy all creatures [with mana value 2 or less].,0.31,vow,2
8638,Solitary Confinement,{2}{W},3.0,At the beginning of your upkeep  sacrifice This Card unless you discard a card. Skip your draw step. You have shroud. (You can't be the target of spells or abilities.) Prevent all damage that would be dealt to you.,0.25,mh2,2
8639,Mark of Asylum,{1}{W},2.0,Prevent all noncombat damage that would be dealt to creatures you control.,2.08,con,2
8640,Ring of Kalonia,{2},2.0,Equipped creature has trample. (It can deal excess combat damage to the player or planeswalker it's attacking.) At the beginning of your upkeep  put a +1/+1 counter on equipped creature if it's green. Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.),0.37,m13,1
8641,Eaten Alive,{B},1.0,As an additional cost to cast this spell  sacrifice a creature or pay {3}{B}. Exile target creature or planeswalker.,0.1,mid,0
8642,Death Pit Offering,{2}{B}{B},4.0,When This Card enters the battlefield  sacrifice all creatures you control. Creatures you control get +2/+2.,0.25,8ed,2
8644,Volrath,_,0.0,Whenever a creature you control is put into your graveyard from the battlefield  you may put it on top of your library.,16.79,pvan,2
8645,Incendiary Command,{3}{R}{R},5.0,Choose two — • This Card deals 4 damage to target player or planeswalker. • This Card deals 2 damage to each creature. • Destroy target nonbasic land. • Each player discards all the cards in their hand  then draws that many cards.,1.46,c13,2
8646,Run Amok,{1}{R},2.0,Target attacking creature gets +3/+3 and gains trample until end of turn.,0.02,khm,0
8647,Inspired Charge,{2}{W}{W},4.0,Creatures you control get +2/+1 until end of turn.,0.02,jmp,0
8648,Inspiring Leader,{2}{W},3.0,"Commander creatures you own have ""Creature tokens you control get +2/+2.""",0.17,clb,1
8649,Wild Research,{2}{R},3.0,{1}{W}: Search your library for an enchantment card and reveal that card. Put it into your hand  then discard a card at random. Then shuffle. {1}{U}: Search your library for an instant card and reveal that card. Put it into your hand  then discard a card at random. Then shuffle.,1.31,apc,2
8650,Terashi's Grasp,{2}{W},3.0,Destroy target artifact or enchantment. You gain life equal to its mana value.,0.07,mm2,0
8651,Choked Estuary,_,0.0,As This Card enters the battlefield  you may reveal an Island or Swamp card from your hand. If you don't  This Card enters the battlefield tapped. {T}: Add {U} or {B}.,0.19,clb,2
8652,Syphon Soul,{2}{B},3.0,This Card deals 2 damage to each other player. You gain life equal to the damage dealt this way.,0.11,cns,0
8653,Violent Impact,{3}{R},4.0,Destroy target artifact or land. Cycling {2} ({2}  Discard this card: Draw a card.),0.06,akh,0
8654,Unburial Rites,{4}{B},5.0,Return target creature card from your graveyard to the battlefield. Flashback {3}{W} (You may cast this card from your graveyard for its flashback cost. Then exile it.),0.15,2x2,1
8655,"Nahiri, the Harbinger",{2}{R}{W},4.0,+2: You may discard a card. If you do  draw a card. −2: Exile target enchantment  tapped artifact  or tapped creature. −8: Search your library for an artifact or creature card  put it onto the battlefield  then shuffle. It gains haste. Return it to your hand at the beginning of the next end step.,0.71,c20,3
8656,Ride the Avalanche,{G}{U},2.0,The next spell you cast this turn can be cast as though it had flash. When you cast your next spell this turn  put X +1/+1 counters on up to one target creature  where X is the mana value of that spell.,0.15,afc,2
8657,Prismatic Lace,{U},1.0,Target permanent becomes the color or colors of your choice. (This effect lasts indefinitely.),1.2,mir,2
8658,Laquatus's Creativity,{4}{U},5.0,Target player draws cards equal to the number of cards in their hand  then discards that many cards.,0.23,ody,1
8659,Friendly Fire,{3}{R},4.0,Target creature's controller reveals a card at random from their hand. This Card deals damage to that creature and that player equal to the revealed card's mana value.,0.04,frf,1
8660,Spell Crumple,{1}{U}{U},3.0,Counter target spell. If that spell is countered this way  put it on the bottom of its owner's library instead of into that player's graveyard. Put This Card on the bottom of its owner's library.,0.35,cm2,1
8661,Planar Portal,{6},6.0,{6}  {T}: Search your library for a card  put that card into your hand  then shuffle.,2.54,8ed,2
8662,Mind's Dilation,{5}{U}{U},7.0,Whenever an opponent casts their first spell each turn  that player exiles the top card of their library. If it's a nonland card  you may cast it without paying its mana cost.,8.88,emn,3
8663,Pressure Point,{1}{W},2.0,Tap target creature. Draw a card.,0.03,znr,0
8664,Leaden Fists,{2}{U},3.0,Flash (You may cast this spell any time you could cast an instant.) Enchant creature Enchanted creature gets +3/+3 and doesn't untap during its controller's untap step.,0.06,fut,0
8665,Eaten by Spiders,{2}{G},3.0,Destroy target creature with flying and all Equipment attached to that creature.,0.14,avr,1
8666,Sagittars' Volley,{2}{G},3.0,Destroy target creature with flying. This Card deals 1 damage to each creature with flying your opponents control.,0.02,rna,0
8667,Rising Waters,{3}{U},4.0,Lands don't untap during their controllers' untap steps. At the beginning of each player's upkeep  that player untaps a land they control.,2.43,nem,2
8668,Aerial Maneuver,{1}{W},2.0,Target creature gets +1/+1 and gains flying and first strike until end of turn.,0.05,gtc,0
8669,Culmination of Studies,{X}{U}{R},2.0,Exile the top X cards of your library. For each land card exiled this way  create a Treasure token. For each blue card exiled this way  draw a card. For each red card exiled this way  This Card deals 1 damage to each opponent.,0.11,stx,2
8670,Bullwhip,{4},4.0,{2}  {T}: This Card deals 1 damage to target creature. That creature attacks this turn if able.,0.19,sth,1
8671,Karoo,_,0.0,This Card enters the battlefield tapped. When This Card enters the battlefield  sacrifice it unless you return an untapped Plains you control to its owner's hand. {T}: Add {C}{W}.,0.42,c14,1
8672,Selesnya Keyrune,{3},3.0,{T}: Add {G} or {W}. {G}{W}: This Card becomes a 3/3 green and white Wolf artifact creature until end of turn.,0.1,rtr,1
8673,Commune with Nature,{G},1.0,Look at the top five cards of your library. You may reveal a creature card from among them and put it into your hand. Put the rest on the bottom of your library in any order.,0.06,mm2,0
8674,Magnetic Flux,{2}{U},3.0,Artifact creatures you control gain flying until end of turn.,0.07,dst,0
8675,Silverflame Ritual,{3}{W},4.0,Put a +1/+1 counter on each creature you control. Adamant — If at least three white mana was spent to cast this spell  creatures you control gain vigilance until end of turn.,0.05,eld,0
8676,Arcane Infusion,{U}{R},2.0,Look at the top four cards of your library. You may reveal an instant or sorcery card from among them and put it into your hand. Put the rest on the bottom of your library in a random order. Flashback {3}{U}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.),0.04,mid,1
8677,Braidwood Cup,{3},3.0,{T}: You gain 1 life.,0.22,uds,1
8678,Common Bond,{1}{G}{W},3.0,Put a +1/+1 counter on target creature. Put a +1/+1 counter on target creature.,0.03,rtr,0
8679,Dolmen Gate,{2},2.0,Prevent all combat damage that would be dealt to attacking creatures you control.,17.06,lrw,2
8680,Lull,{1}{G},2.0,Prevent all combat damage that would be dealt this turn. Cycling {2} ({2}  Discard this card: Draw a card.),0.11,a25,0
8681,Ghired's Belligerence,{X}{R}{R},2.0,This Card deals X damage divided as you choose among any number of target creatures. Whenever a creature dealt damage this way dies this turn  populate. (Create a token that's a copy of a creature token you control.),0.32,c19,2
8682,Chitinous Cloak,{3},3.0,Equipped creature gets +2/+2 and has menace. (It can't be blocked except by two or more creatures.) Equip {3},0.09,ogw,1
8683,Perilous Forays,{3}{G}{G},5.0,{1}  Sacrifice a creature: Search your library for a land card with a basic land type  put it onto the battlefield tapped  then shuffle.,2.23,rav,1
8684,Karametra's Blessing,{W},1.0,"Target creature gets +2/+2 until end of turn. If it's an enchanted creature or enchantment creature  it also gains hexproof and indestructible until end of turn. (It can't be the target of spells or abilities your opponents control. Damage and effects that say ""destroy"" don't destroy it.)",0.08,thb,0
8685,Narset's Reversal,{U}{U},2.0,Copy target instant or sorcery spell  then return it to its owner's hand. You may choose new targets for the copy.,4.27,war,2
8686,Dream Twist,{U},1.0,Target player mills three cards. Flashback {1}{U} (You may cast this card from your graveyard for its flashback cost. Then exile it.),0.06,ema,0
8687,Umbral Juke,{2}{B},3.0,Choose one — • Target player sacrifices a creature or planeswalker. • Create a 2/1 white and black Inkling creature token with flying.,0.03,stx,1
8688,Fate Foretold,{1}{U},2.0,Enchant creature When This Card enters the battlefield  draw a card. When enchanted creature dies  its controller draws a card.,0.08,ths,0
8689,Damnation,{2}{B}{B},4.0,Destroy all creatures. They can't be regenerated.,14.93,2x2,2
8690,Confiscate,{4}{U}{U},6.0,Enchant permanent You control enchanted permanent.,0.05,cmr,1
8691,Rhystic Deluge,{2}{U},3.0,{U}: Tap target creature unless its controller pays {1}.,0.09,pcy,0
8692,Adarkar Wastes,_,0.0,{T}: Add {C}. {T}: Add {W} or {U}. This Card deals 1 damage to you.,2.47,dmu,2
8693,Spontaneous Generation,{3}{G},4.0,Create a 1/1 green Saproling creature token for each card in your hand.,1.98,mmq,2
8694,Triskaidekaphobia,{3}{B},4.0,At the beginning of your upkeep  choose one — • Each player with exactly 13 life loses the game  then each player gains 1 life. • Each player with exactly 13 life loses the game  then each player loses 1 life.,0.22,a25,2
8695,Pulse of Murasa,{2}{G},3.0,Return target creature or land card from a graveyard to its owner's hand. You gain 6 life.,0.1,c21,1
8696,Teleportal,{U}{R},2.0,"Target creature you control gets +1/+0 until end of turn and can't be blocked this turn. Overload {3}{U}{R} (You may cast this spell for its overload cost. If you do  change its text by replacing all instances of ""target"" with ""each."")",0.26,mm3,1
8697,Tapping at the Window,{1}{G},2.0,Look at the top three cards of your library. You may reveal a creature card from among them and put it into your hand. Put the rest into your graveyard. Flashback {2}{G} (You may cast this card from your graveyard for its flashback cost. Then exile it.),0.01,mid,0
8698,Savor the Moment,{1}{U}{U},3.0,Take an extra turn after this one. Skip the untap step of that turn.,6.96,shm,2
8699,Flicker of Fate,{1}{W},2.0,Exile target creature or enchantment  then return it to the battlefield under its owner's control.,0.07,thb,0
8700,Bloodfire Infusion,{2}{R},3.0,Enchant creature you control {R}  Sacrifice enchanted creature: This Card deals damage equal to the sacrificed creature's power to each creature.,0.12,apc,0
8701,Alhammarret's Archive,{5},5.0,If you would gain life  you gain twice that much life instead. If you would draw a card except the first one you draw in each of your draw steps  draw two cards instead.,8.87,c21,3
8702,Yavimaya's Embrace,{5}{G}{U}{U},8.0,Enchant creature You control enchanted creature. Enchanted creature gets +2/+2 and has trample.,0.03,2xm,1
8703,Revenge of the Drowned,{3}{U},4.0,Target creature's owner puts it on the top or bottom of their library. You create a 2/2 black Zombie creature token with decayed. (It can't block. When it attacks  sacrifice it at end of combat.),0.01,mid,0
8704,Cunning,{1}{U},2.0,Enchant creature Enchanted creature gets +3/+3. When enchanted creature attacks or blocks  sacrifice This Card at the beginning of the next cleanup step.,0.11,exo,0
8705,Prophetic Bolt,{3}{U}{R},5.0,This Card deals 4 damage to any target. Look at the top four cards of your library. Put one of those cards into your hand and the rest on the bottom of your library in any order.,0.04,2x2,1
8706,Bury in Books,{4}{U},5.0,This spell costs {2} less to cast if it targets an attacking creature. Put target creature into its owner's library second from the top.,0.01,stx,0
8707,Bloodchief Ascension,{B},1.0,At the beginning of each end step  if an opponent lost 2 or more life this turn  you may put a quest counter on This Card. (Damage causes loss of life.) Whenever a card is put into an opponent's graveyard from anywhere  if This Card has three or more quest counters on it  you may have that player lose 2 life. If you do  you gain 2 life.,23.16,zen,2
8708,Leonin Bola,{1},1.0,"Equipped creature has ""{T}  Unattach This Card: Tap target creature."" Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery. This card enters the battlefield unattached and stays on the battlefield if the creature leaves.)",0.13,dst,0
8709,Raiders' Wake,{3}{B},4.0,Whenever an opponent discards a card  that player loses 2 life. Raid — At the beginning of your end step  if you attacked this turn  target opponent discards a card.,0.24,xln,1
8710,Noble Steeds,{2}{W},3.0,{1}{W}: Target creature gains first strike until end of turn.,0.16,all,0
8711,Precipitous Drop,{2}{B},3.0,Enchant creature When This Card enters the battlefield  venture into the dungeon. (Enter the first room or advance to the next room.) Enchanted creature gets -2/-2. It gets -5/-5 instead as long as you've completed a dungeon.,0.03,afr,0
8712,Roar of Jukai,{2}{G},3.0,If you control a Forest  each blocked creature gets +2/+2 until end of turn. Splice onto Arcane—An opponent gains 5 life. (As you cast an Arcane spell  you may reveal this card from your hand and pay its splice cost. If you do  add this card's effects to that spell.),0.06,bok,0
8713,Forbidden Friendship,{1}{R},2.0,Create a 1/1 red Dinosaur creature token with haste and a 1/1 white Human Soldier creature token.,0.04,iko,0
8714,Pinpoint Avalanche,{3}{R}{R},5.0,This Card deals 4 damage to target creature. The damage can't be prevented.,0.1,ons,0
8715,Wanderer's Strike,{4}{W},5.0,Exile target creature  then proliferate. (Choose any number of permanents and/or players  then give each another counter of each kind already there.),0.06,war,0
8716,Well of Discovery,{6},6.0,At the beginning of your end step  if you control no untapped lands  draw a card.,0.24,pcy,2
8717,Drudge Spell,{B}{B},2.0,"{B}  Exile two creature cards from your graveyard: Create a 1/1 black Skeleton creature token. It has ""{B}: Regenerate this creature."" When This Card leaves the battlefield  destroy all Skeleton tokens. They can't be regenerated.",0.2,hml,1
8718,Primal Rage,{1}{G},2.0,Creatures you control have trample. (A creature with trample can deal excess combat damage to the player or planeswalker it's attacking.),3.42,10e,1
8719,Mirror Sheen,{1}{U/R}{U/R},3.0,{1}{U/R}{U/R}: Copy target instant or sorcery spell that targets you. You may choose new targets for the copy.,1.48,eve,2
8720,Thunderhawk Gunship,{6},6.0,Flying When This Card enters the battlefield  create two 2/2 white Astartes Warrior creature tokens with vigilance. Whenever This Card attacks  attacking creatures you control gain flying until end of turn. Crew 2,2.16,40k,2
8721,Trap Essence,{G}{U}{R},3.0,Counter target creature spell. Put two +1/+1 counters on up to one target creature.,0.18,ktk,2
8722,Spell Pierce,{U},1.0,Counter target noncreature spell unless its controller pays {2}.,0.18,2x2,0
8723,Altar of Dementia,{2},2.0,Sacrifice a creature: Target player mills cards equal to the sacrificed creature's power.,7.66,mh1,2
8724,By Invitation Only,{3}{W}{W},5.0,Choose a number between 0 and 13. Each player sacrifices that many creatures.,0.37,vow,2
8725,Timely Interference,{U},1.0,Kicker {1}{R} (You may pay an additional {1}{R} as you cast this spell.) Target creature gets -1/-0 until end of turn. If this spell was kicked  that creature blocks this turn if able. Draw a card.,0.02,dmu,0
8726,Endless Detour,{G}{W}{U},3.0,The owner of target spell  nonland permanent  or card in a graveyard puts it on the top or bottom of their library.,0.12,snc,2
8727,Uncomfortable Chill,{2}{U},3.0,Creatures your opponents control get -2/-0 until end of turn. Draw a card.,0.02,m19,0
8728,Soul Reap,{1}{B},2.0,Destroy target nongreen creature. Its controller loses 3 life if you've cast another black spell this turn.,0.21,eve,0
8729,Rage of Purphoros,{4}{R},5.0,This Card deals 4 damage to target creature. It can't be regenerated this turn. Scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.),0.02,ths,0
8730,Shield of the Realm,{2},2.0,If a source would deal damage to equipped creature  prevent 2 of that damage. Equip {1},0.1,dom,1
8731,Eladamri,_,0.0,{0}: The next 1 damage that would be dealt to target creature you control is dealt to you instead.,13.96,pvan,2
8732,Macabre Mockery,{2}{B}{R},4.0,Put target creature card from an opponent's graveyard onto the battlefield under your control. It gets +2/+0 and gains haste until end of turn. Sacrifice it at the beginning of the next end step.,0.1,rna,1
8733,Flowstone Strike,{1}{R},2.0,Target creature gets +1/-1 and gains haste until end of turn.,0.03,nem,0
8734,Wind Zendikon,{U},1.0,Enchant land Enchanted land is a 2/2 blue Elemental creature with flying. It's still a land. When enchanted land dies  return that card to its owner's hand.,0.1,wwk,0
8735,Emerald Medallion,{2},2.0,Green spells you cast cost {1} less to cast.,12.0,cma,2
8736,Path to Exile,{W},1.0,Exile target creature. Its controller may search their library for a basic land card  put that card onto the battlefield tapped  then shuffle.,2.05,dmc,1
8737,Infest,{1}{B}{B},3.0,All creatures get -2/-2 until end of turn.,0.05,cn2,1
8738,Dreadbore,{B}{R},2.0,Destroy target creature or planeswalker.,8.7,e01,2
8739,Valakut Exploration,{2}{R},3.0,Landfall — Whenever a land enters the battlefield under your control  exile the top card of your library. You may play that card for as long as it remains exiled. At the beginning of your end step  if there are cards exiled with This Card  put them into their owner's graveyard  then This Card deals that much damage to each opponent.,0.85,znr,2
8740,Phytoburst,{1}{G},2.0,Target creature gets +5/+5 until end of turn.,0.13,dgm,0
8741,Nameless Inversion,{1}{B},2.0,Changeling (This card is every creature type.) Target creature gets +3/-3 and loses all creature types until end of turn.,0.15,mm2,0
