,name,mana_cost,cmc,oracle_text,power,toughness,prices,set,rarity
8912,Heart Warden,{1}{G},2.0,{T}: Add {G}. {2}  Sacrifice This Card: Draw a card.,1.0,1.0,0.22,uds,0
8913,Hexplate Golem,{7},7.0,_,5.0,7.0,0.02,bbd,0
8914,Rix Maadi Reveler,{1}{R},2.0,Spectacle {2}{B}{R} (You may cast this spell for its spectacle cost rather than its mana cost if an opponent lost life this turn.) When This Card enters the battlefield  discard a card  then draw a card. If This Card's spectacle cost was paid  instead discard your hand  then draw three cards.,2.0,2.0,0.15,rna,2
8915,"Odric, Lunarch Marshal",{3}{W},4.0,At the beginning of each combat  creatures you control gain first strike until end of turn if a creature you control has first strike. The same is true for flying  deathtouch  double strike  haste  hexproof  indestructible  lifelink  menace  reach  skulk  trample  and vigilance.,3.0,3.0,0.21,dmc,2
8916,Realmwright,{U},1.0,As This Card enters the battlefield  choose a basic land type. Lands you control are the chosen type in addition to their other types.,1.0,1.0,0.27,gtc,2
8917,Crystacean,{3}{U},4.0,Flash,1.0,6.0,0.02,iko,0
8918,Vampire Slayer,{1}{W},2.0,Whenever This Card deals damage to a Vampire  destroy that creature.,2.0,2.0,0.01,vow,0
8919,Gideon's Lawkeeper,{W},1.0,{W}  {T}: Tap target creature.,1.0,1.0,0.16,e01,0
8920,Warmonger,{3}{R},4.0,{2}: This Card deals 1 damage to each creature without flying and each player. Any player may activate this ability.,3.0,3.0,0.21,mmq,1
8921,"Baral, Chief of Compliance",{1}{U},2.0,Instant and sorcery spells you cast cost {1} less to cast. Whenever a spell or ability you control counters a spell  you may draw a card. If you do  discard a card.,1.0,3.0,3.33,aer,2
8922,Painter's Servant,{2},2.0,As This Card enters the battlefield  choose a color. All cards that aren't on the battlefield  spells  and permanents are the chosen color in addition to their other colors.,1.0,3.0,78.5,shm,2
8923,Hyperion Blacksmith,{1}{R}{R},3.0,{T}: You may tap or untap target artifact an opponent controls.,2.0,2.0,5.41,leg,1
8924,Iron League Steed,{4},4.0,Haste Fabricate 1 (When this creature enters the battlefield  put a +1/+1 counter on it or create a 1/1 colorless Servo artifact creature token.),2.0,2.0,0.02,2xm,0
8925,Archon of Valor's Reach,{4}{G}{W},6.0,Flying  vigilance  trample As This Card enters the battlefield  choose artifact  enchantment  instant  sorcery  or planeswalker. Players can't cast spells of the chosen type.,5.0,6.0,0.35,c20,2
8926,Discordant Piper,{1}{B},2.0,When This Card dies  create a 0/1 white Goat creature token.,2.0,1.0,0.02,thb,0
8927,White Dragon,{4}{W}{W},6.0,Flying Cold Breath — When This Card enters the battlefield  tap target creature an opponent controls. That creature doesn't untap during its controller's next untap step.,4.0,4.0,0.07,afr,1
8928,Thunderbreak Regent,{2}{R}{R},4.0,Flying Whenever a Dragon you control becomes the target of a spell or ability an opponent controls  This Card deals 3 damage to that player.,4.0,4.0,0.83,afc,2
8929,Firedrinker Satyr,{R},1.0,Whenever This Card is dealt damage  it deals that much damage to you. {1}{R}: This Card gets +1/+0 until end of turn and deals 1 damage to you.,2.0,1.0,0.13,ths,2
8930,Rushwood Dryad,{1}{G},2.0,Forestwalk (This creature can't be blocked as long as defending player controls a Forest.),2.0,1.0,0.09,10e,0
8931,Dawnglade Regent,{5}{G}{G},7.0,When This Card enters the battlefield  you become the monarch. As long as you're the monarch  permanents you control have hexproof.,8.0,8.0,0.21,cmr,2
8932,Island Fish Jasconius,{4}{U}{U}{U},7.0,This Card doesn't untap during your untap step. At the beginning of your upkeep  you may pay {U}{U}{U}. If you do  untap This Card. This Card can't attack unless defending player controls an Island. When you control no Islands  sacrifice This Card.,6.0,8.0,0.27,4ed,2
8933,Waxmane Baku,{2}{W},3.0,Whenever you cast a Spirit or Arcane spell  you may put a ki counter on This Card. {1}  Remove X ki counters from This Card: Tap X target creatures.,2.0,2.0,0.04,mm2,0
8934,Weaver of Lies,{5}{U}{U},7.0,Morph {4}{U} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.) When This Card is turned face up  turn any number of target creatures with morph abilities other than This Card face down.,4.0,4.0,0.47,lgn,2
8935,Chronatog,{1}{U},2.0,{0}: This Card gets +3/+3 until end of turn. You skip your next turn. Activate only once each turn.,1.0,2.0,2.61,vis,2
8936,Legion Guildmage,{R}{W},2.0,{5}{R}  {T}: This Card deals 3 damage to each opponent. {2}{W}  {T}: Tap another target creature.,2.0,2.0,0.06,grn,1
8937,Squeaking Pie Grubfellows,{3}{B},4.0,Kinship — At the beginning of your upkeep  you may look at the top card of your library. If it shares a creature type with This Card  you may reveal it. If you do  each opponent discards a card.,3.0,2.0,0.08,mor,0
8938,Nightguard Patrol,{2}{W},3.0,First strike  vigilance,2.0,1.0,0.09,rav,0
8939,Workhorse,{6},6.0,This Card enters the battlefield with four +1/+1 counters on it. Remove a +1/+1 counter from This Card: Add {C}.,0.0,0.0,2.11,exo,2
8940,Snapping Creeper,{2}{G},3.0,Landfall — Whenever a land enters the battlefield under your control  This Card gains vigilance until end of turn.,2.0,3.0,0.05,wwk,0
8941,Frondland Felidar,{2}{G}{W},4.0,"Vigilance Creatures you control with vigilance have ""{1}  {T}: Tap target creature.""",3.0,5.0,0.22,iko,2
8942,Germ,_,0.0,_,0.0,0.0,0.14,tcm2,0
8943,Sluiceway Scorpion,{2}{B}{G},4.0,Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.) Scavenge {1}{B}{G} ({1}{B}{G}  Exile this card from your graveyard: Put a number of +1/+1 counters equal to this card's power on target creature. Scavenge only as a sorcery.),2.0,2.0,0.04,rtr,0
8944,Canal Dredger,{4},4.0,Draft This Card face up. Each player passes the last card from each booster pack to a player who drafted a card named This Card. {T}: Put target card from your graveyard on the bottom of your library.,1.0,5.0,0.3,cns,2
8945,Necropolis Fiend,{7}{B}{B},9.0,Delve (Each card you exile from your graveyard while casting this spell pays for {1}.) Flying {X}  {T}  Exile X cards from your graveyard: Target creature gets -X/-X until end of turn.,4.0,5.0,0.12,ktk,2
8946,Gleancrawler,{3}{B/G}{B/G}{B/G},6.0,({B/G} can be paid with either {B} or {G}.) Trample At the beginning of your end step  return to your hand all creature cards in your graveyard that were put there from the battlefield this turn.,6.0,6.0,0.28,ddj,2
8947,Stronghold Overseer,{3}{B}{B}{B},6.0,Flying Shadow (This creature can block or be blocked by only creatures with shadow.) {B}{B}: Creatures with shadow get +1/+0 until end of turn and creatures without shadow get -1/-0 until end of turn.,5.0,5.0,0.61,tsp,2
8948,Aven Wind Guide,{2}{W}{U},4.0,Flying  vigilance Creature tokens you control have flying and vigilance. Embalm {4}{W}{U} ({4}{W}{U}  Exile this card from your graveyard: Create a token that's a copy of it  except it's a white Zombie Bird Warrior with no mana cost. Embalm only as a sorcery.),2.0,3.0,0.21,akh,1
8949,Mogis's Warhound,{1}{R},2.0,Bestow {2}{R} (If you cast this card for its bestow cost  it's an Aura spell with enchant creature. It becomes a creature again if it's not attached to a creature.) This Card attacks each combat if able. Enchanted creature gets +2/+2 and attacks each combat if able.,2.0,2.0,0.08,jou,1
8950,Defender en-Vec,{3}{W},4.0,Fading 4 (This creature enters the battlefield with four fade counters on it. At the beginning of your upkeep  remove a fade counter from it. If you can't  sacrifice it.) Remove a fade counter from This Card: Prevent the next 2 damage that would be dealt to any target this turn.,2.0,4.0,0.06,nem,0
8951,Gremlin,_,0.0,_,2.0,2.0,0.11,taer,0
8952,Masako the Humorless,{2}{W},3.0,Flash Tapped creatures you control can block as though they were untapped.,2.0,1.0,4.71,chk,2
8953,Supreme Exemplar,{6}{U},7.0,Flying Champion an Elemental (When this enters the battlefield  sacrifice it unless you exile another Elemental you control. When this leaves the battlefield  that card returns to the battlefield.),10.0,10.0,0.35,mor,2
8954,Tusked Colossodon,{4}{G}{G},6.0,_,6.0,5.0,0.03,ktk,0
8955,Carrion Imp,{3}{B},4.0,Flying When This Card enters the battlefield  you may exile target creature card from a graveyard. If you do  you gain 2 life.,2.0,3.0,0.02,rna,0
8956,Kinjalli's Caller,{W},1.0,Dinosaur spells you cast cost {1} less to cast.,0.0,3.0,0.15,xln,0
8957,Charging Troll,{2}{G}{W},4.0,Vigilance {G}: Regenerate This Card.,3.0,3.0,0.12,dde,1
8958,Razing Snidd,{4}{B}{R},6.0,When This Card enters the battlefield  return a black or red creature you control to its owner's hand. When This Card enters the battlefield  each player sacrifices a land.,3.0,3.0,0.27,pls,1
8959,Phantom Monster,{3}{U},4.0,Flying,3.0,3.0,0.04,ima,0
8960,Gathering Throng,{2}{W},3.0,When This Card enters the battlefield  you may search your library for any number of cards named This Card  reveal them  put them into your hand  then shuffle.,3.0,1.0,0.02,snc,0
8961,Quakebringer,{3}{R}{R},5.0,Your opponents can't gain life. At the beginning of your upkeep  This Card deals 2 damage to each opponent. This ability triggers only if This Card is on the battlefield or if This Card is in your graveyard and you control a Giant. Foretell {2}{R}{R},5.0,4.0,0.88,khm,3
8962,Ceaseless Searblades,{3}{R},4.0,Whenever you activate an ability of an Elemental  This Card gets +1/+0 until end of turn.,2.0,4.0,0.11,lrw,1
8963,Kathari Remnant,{2}{U}{B},4.0,Flying {B}: Regenerate This Card. Cascade (When you cast this spell  exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom of your library in a random order.),0.0,1.0,0.17,pca,1
8964,Descendant of Kiyomaro,{1}{W}{W},3.0,"As long as you have more cards in hand than each opponent  This Card gets +1/+2 and has ""Whenever this creature deals combat damage  you gain 3 life.""",2.0,3.0,0.13,sok,1
8965,Azure Mage,{1}{U},2.0,{3}{U}: Draw a card.,2.0,1.0,0.21,mm3,1
8966,Azorius Skyguard,{4}{W}{U},6.0,Flying  first strike Creatures your opponents control get -1/-0.,3.0,3.0,0.04,rna,1
8967,Jewel-Eyed Cobra,{2}{G},3.0,"Deathtouch When This Card dies  create a Treasure token. (It's an artifact with ""{T}  Sacrifice this artifact: Add one mana of any color."")",3.0,1.0,0.02,mh2,0
8968,Shivan Raptor,{2}{R},3.0,First strike  haste Echo {2}{R} (At the beginning of your upkeep  if this came under your control since the beginning of your last upkeep  sacrifice it unless you pay its echo cost.),3.0,1.0,0.18,usg,1
8969,Eldrazi Devastator,{8},8.0,Trample,8.0,9.0,0.19,bfz,0
8970,Enclave Cryptologist,{U},1.0,Level up {1}{U} ({1}{U}: Put a level counter on this. Level up only as a sorcery.) LEVEL 1-2 0/1 {T}: Draw a card  then discard a card. LEVEL 3+ 0/1 {T}: Draw a card.,0.0,1.0,0.26,roe,1
8971,"Kardur, Doomscourge",{2}{B}{R},4.0,When This Card enters the battlefield  until your next turn  creatures your opponents control attack each combat if able and attack a player other than you if able. Whenever an attacking creature dies  each opponent loses 1 life and you gain 1 life.,4.0,3.0,0.34,khm,1
8972,Siren Reaver,{3}{U},4.0,Raid — This spell costs {1} less to cast if you attacked this turn. Flying,3.0,2.0,0.04,rix,1
8973,Flumph,{1}{W},2.0,Defender  flying Whenever This Card is dealt damage  you and target opponent each draw a card.,0.0,4.0,0.37,afr,2
8974,Anaba Shaman,{3}{R},4.0,{R}  {T}: This Card deals 1 damage to any target.,2.0,2.0,0.07,9ed,0
8975,Herald of Serra,{2}{W}{W},4.0,Flying  vigilance Echo {2}{W}{W} (At the beginning of your upkeep  if this came under your control since the beginning of your last upkeep  sacrifice it unless you pay its echo cost.),3.0,4.0,5.67,usg,2
8976,Mesa Falcon,{1}{W},2.0,Flying {1}{W}: This Card gets +0/+1 until end of turn.,1.0,1.0,0.21,6ed,0
8977,Ravenous Bloodseeker,{1}{R},2.0,Discard a card: This Card gets +2/-2 until end of turn.,1.0,3.0,0.08,soi,1
8978,Dormant Gomazoa,{1}{U}{U},3.0,Flying This Card enters the battlefield tapped. This Card doesn't untap during your untap step. Whenever you become the target of a spell  you may untap This Card.,5.0,5.0,0.16,roe,2
8979,Pestilence Rats,{2}{B},3.0,This Card's power is equal to the number of other Rats on the battlefield. (For example  as long as there are two other Rats on the battlefield  This Card's power and toughness are 2/3.),4.0,3.0,0.24,ice,0
8980,Goblin Assailant,{1}{R},2.0,_,2.0,2.0,0.28,m20,0
8981,Boros Challenger,{R}{W},2.0,Mentor (Whenever this creature attacks  put a +1/+1 counter on target attacking creature with lesser power.) {2}{R}{W}: This Card gets +1/+1 until end of turn.,2.0,3.0,0.05,grn,1
8982,Fleeting Spirit,{1}{W},2.0,{W}  Exile three cards from your graveyard: This Card gains first strike until end of turn. Discard a card: Exile This Card. Return it to the battlefield under its owner's control at the beginning of the next end step.,3.0,1.0,0.04,vow,1
8983,Llanowar Mentor,{G},1.0,"{G}  {T}  Discard a card: Create a 1/1 green Elf Druid creature token named Llanowar Elves. It has ""{T}: Add {G}.""",1.0,1.0,0.12,tsr,1
8984,Setessan Starbreaker,{3}{G},4.0,When This Card enters the battlefield  you may destroy target Aura.,2.0,1.0,0.02,bng,0
8985,Magmaw,{3}{R}{R},5.0,{1}  Sacrifice a nonland permanent: This Card deals 1 damage to any target.,4.0,4.0,0.07,uma,1
8986,Ashling the Pilgrim,{1}{R},2.0,{1}{R}: Put a +1/+1 counter on This Card. If this is the third time this ability has resolved this turn  remove all +1/+1 counters from This Card  and it deals that much damage to each creature and each player.,1.0,1.0,0.21,dmc,2
8987,Hearthfire Hobgoblin,{R/W}{R/W}{R/W},3.0,Double strike,2.0,2.0,0.12,mm2,1
8988,Sparring Construct,{1},1.0,When This Card dies  put a +1/+1 counter on target creature you control.,1.0,1.0,0.06,dom,0
8989,Markov Waltzer,{2}{R}{W},4.0,Flying  haste At the beginning of combat on your turn  up to two target creatures you control each get +1/+0 until end of turn.,1.0,3.0,0.02,vow,1
8990,Quicksmith Genius,{2}{R},3.0,Whenever an artifact enters the battlefield under your control  you may discard a card. If you do  draw a card.,3.0,2.0,0.09,c21,1
8991,Muck Rats,{B},1.0,_,1.0,1.0,0.37,s99,0
8992,Canoptek Spyder,{5},5.0,Flying Fabricator Claw Array — Whenever another nontoken artifact creature or Vehicle enters the battlefield under your control  draw a card.,4.0,4.0,1.48,40k,2
8993,Ezuri's Archers,{G},1.0,Reach (This creature can block creatures with flying.) Whenever This Card blocks a creature with flying  This Card gets +3/+0 until end of turn.,1.0,2.0,0.09,ddu,0
8994,Leeching Licid,{1}{B},2.0,{B}  {T}: This Card loses this ability and becomes an Aura enchantment with enchant creature. Attach it to target creature. You may pay {B} to end this effect. At the beginning of the upkeep of enchanted creature's controller  This Card deals 1 damage to that player.,1.0,1.0,0.16,tmp,1
8995,Ox,_,0.0,_,2.0,4.0,0.17,tm19,0
8996,Boros Mastiff,{1}{W},2.0,Battalion — Whenever This Card and at least two other creatures attack  This Card gains lifelink until end of turn. (Damage dealt by a creature with lifelink also causes its controller to gain that much life.),2.0,2.0,0.05,dgm,0
8997,Gloom Pangolin,{2}{B},3.0,_,1.0,5.0,0.01,iko,0
8998,Silver Seraph,{5}{W}{W}{W},8.0,Flying Threshold — Other creatures you control get +2/+2 as long as seven or more cards are in your graveyard.,6.0,6.0,0.83,jud,2
8999,Jackalope Herd,{3}{G},4.0,When you cast a spell  return This Card to its owner's hand.,4.0,5.0,0.13,exo,0
9000,Crackdown Construct,{4},4.0,Whenever you activate an ability of an artifact or creature that isn't a mana ability  This Card gets +1/+1 until end of turn.,2.0,2.0,0.13,aer,1
9001,Heroes' Bane,{3}{G}{G},5.0,This Card enters the battlefield with four +1/+1 counters on it. {2}{G}{G}: Put X +1/+1 counters on This Card  where X is its power.,0.0,0.0,0.18,c20,1
9002,Moorish Cavalry,{2}{W}{W},4.0,Trample,3.0,3.0,0.19,tsb,5
9003,Platinum Emperion,{8},8.0,Your life total can't change. (You can't gain or lose life. You can't pay any amount of life except 0.),8.0,8.0,10.45,uma,3
9004,Redemptor Dreadnought,{5},5.0,Fallen Warrior — As an additional cost to cast this spell  you may exile a creature card from your graveyard. Trample Plasma Incinerator — Whenever This Card attacks  if a card is exiled with it  it gets +X/+X until end of turn  where X is the power of the exiled card.,4.0,4.0,0.17,40k,2
9005,Harvest Gwyllion,{2}{W/B}{W/B},4.0,Wither (This deals damage to creatures in the form of -1/-1 counters.),2.0,4.0,0.11,eve,0
9006,Phantom Flock,{3}{W}{W},5.0,Flying This Card enters the battlefield with three +1/+1 counters on it. If damage would be dealt to This Card  prevent that damage. Remove a +1/+1 counter from This Card.,0.0,0.0,0.18,jud,1
9007,Voyaging Satyr,{1}{G},2.0,{T}: Untap target land.,1.0,2.0,0.11,cn2,0
9008,"Multani, Maro-Sorcerer",{4}{G}{G},6.0,Shroud (This creature can't be the target of spells or abilities.) This Card's power and toughness are each equal to the total number of cards in all players' hands.,4.0,4.0,9.15,ulg,2
9009,"Bruna, the Fading Light",{5}{W}{W},7.0,When you cast this spell  you may return target Angel or Human creature card from your graveyard to the battlefield. Flying  vigilance (Melds with Gisela  the Broken Blade.),5.0,7.0,3.03,emn,2
9010,Godo's Irregulars,{R},1.0,{R}: This Card deals 1 damage to target creature blocking it.,1.0,1.0,0.11,sok,1
9011,Dire Fleet Neckbreaker,{2}{B}{R},4.0,Attacking Pirates you control get +2/+0.,3.0,2.0,0.24,rix,1
9012,Fresh Volunteers,{1}{W},2.0,_,2.0,2.0,0.14,mmq,0
9013,Primaris Chaplain,{2}{W}{B},4.0,Battle cry (Whenever this creature attacks  each other attacking creature gets +1/+0 until end of turn.) Rosarius — Whenever This Card attacks  it gains indestructible until end of turn.,3.0,3.0,0.14,40k,1
9015,Nemesis Phoenix,{3}{R}{R},5.0,Flying {2}{R}: Return This Card from your graveyard to the battlefield tapped and attacking. Activate only during the declare attackers step and only if you're attacking two or more opponents.,4.0,2.0,0.08,clb,1
9016,Law-Rune Enforcer,{W},1.0,{1}  {T}: Tap target creature with mana value 2 or greater.,1.0,2.0,0.02,war,0
9017,Shrine,_,0.0,_,1.0,1.0,7.66,tnec,0
9018,Ironclad Krovod,{3}{W},4.0,_,2.0,5.0,0.16,m20,0
9019,Misfortune Teller,{3}{B},4.0,Deathtouch Whenever This Card enters the battlefield or deals combat damage to a player  exile target card from a graveyard. If it was a creature card  create a 2/2 black Rogue creature token. If it was a land card  create a Treasure token. Otherwise  you gain 3 life.,3.0,1.0,0.12,ncc,2
9020,Ulamog's Nullifier,{2}{U}{B},4.0,Devoid (This card has no color.) Flash Flying When This Card enters the battlefield  you may put two cards your opponents own from exile into their owners' graveyards. If you do  counter target spell.,2.0,3.0,0.11,bfz,1
9021,Infernal Caretaker,{3}{B},4.0,Morph {3}{B} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.) When This Card is turned face up  return all Zombie cards from all graveyards to their owners' hands.,2.0,2.0,0.12,lgn,0
9022,Corpse Appraiser,{U}{B}{R},3.0,When This Card enters the battlefield  exile up to one target creature card from a graveyard. If a card is put into exile this way  look at the top three cards of your library  then put one of those cards into your hand and the rest into your graveyard.,3.0,3.0,0.06,snc,1
9023,Rubinia Soulsinger,{2}{G}{W}{U},5.0,You may choose not to untap This Card during your untap step. {T}: Gain control of target creature for as long as you control Rubinia and Rubinia remains tapped.,2.0,3.0,0.43,cma,2
9024,Manaweft Sliver,{1}{G},2.0,"Sliver creatures you control have ""{T}: Add one mana of any color.""",1.0,1.0,1.5,m14,1
9025,Fulminator Mage,{1}{B/R}{B/R},3.0,Sacrifice This Card: Destroy target nonbasic land.,2.0,2.0,1.04,2xm,2
9026,Centaur Veteran,{5}{G},6.0,Trample {G}  Discard a card: Regenerate This Card.,3.0,3.0,0.09,tor,0
9027,Slithering Shade,{B},1.0,Defender (This creature can't attack.) {B}: This Card gets +1/+1 until end of turn. Hellbent — This Card can attack as though it didn't have defender as long as you have no cards in hand.,0.0,1.0,0.08,dis,1
9028,Gempalm Polluter,{5}{B},6.0,Cycling {B}{B} ({B}{B}  Discard this card: Draw a card.) When you cycle This Card  you may have target player lose life equal to the number of Zombies on the battlefield.,4.0,3.0,0.25,lgn,0
9029,Drake Hatchling,{2}{U},3.0,Flying {U}: This Card gets +1/+0 until end of turn. Activate only once each turn.,1.0,3.0,0.05,mmq,0
9030,Auramancer,{2}{W},3.0,When This Card enters the battlefield  you may return target enchantment card from your graveyard to your hand.,2.0,2.0,0.09,a25,0
9031,Kjeldoran Guard,{1}{W},2.0,{T}: Target creature gets +1/+1 until end of turn. When that creature leaves the battlefield this turn  sacrifice This Card. Activate only during combat and only if defending player controls no snow lands.,1.0,1.0,0.16,ice,0
9032,Gold Myr,{2},2.0,{T}: Add {W}.,1.0,1.0,0.22,nec,0
9033,Expedition Diviner,{3}{U},4.0,"Flying As long as you control another Wizard  This Card has ""When this creature dies  draw a card.""",3.0,2.0,0.01,znr,0
9034,Cherished Hatchling,{1}{G},2.0,"When This Card dies  you may cast Dinosaur spells this turn as though they had flash  and whenever you cast a Dinosaur spell this turn  it gains ""When this creature enters the battlefield  you may have it fight another target creature.""",2.0,1.0,0.12,rix,1
9035,Hussar Patrol,{2}{W}{U},4.0,Flash (You may cast this spell any time you could cast an instant.) Vigilance,2.0,4.0,0.07,ddn,0
9036,"Varis, Silverymoon Ranger",{1}{G}{G},3.0,Reach  ward {1} Whenever you cast a creature or planeswalker spell  venture into the dungeon. This ability triggers only once each turn. (To venture into the dungeon  enter the first room or advance to the next room.) Whenever you complete a dungeon  create a 2/2 green Wolf creature token.,3.0,3.0,0.17,afr,2
9037,Street Wraith,{3}{B}{B},5.0,Swampwalk (This creature can't be blocked as long as defending player controls a Swamp.) Cycling—Pay 2 life. (Pay 2 life  Discard this card: Draw a card.),3.0,4.0,1.76,tsr,1
9038,Nyxborn Eidolon,{1}{B},2.0,Bestow {4}{B} (If you cast this card for its bestow cost  it's an Aura spell with enchant creature. It becomes a creature again if it's not attached to a creature.) Enchanted creature gets +2/+1.,2.0,1.0,0.04,bng,0
9039,Timberland Guide,{1}{G},2.0,When This Card enters the battlefield  put a +1/+1 counter on target creature.,1.0,1.0,0.02,mid,0
9040,Trusty Companion,{1}{W},2.0,Vigilance This Card can't attack alone.,3.0,2.0,0.05,kld,1
9041,Nameless One,{3}{U},4.0,This Card's power and toughness are each equal to the number of Wizards on the battlefield. Morph {2}{U} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.),4.0,4.0,0.17,ons,1
9042,Scion of Darkness,{5}{B}{B}{B},8.0,Trample Whenever This Card deals combat damage to a player  you may put target creature card from that player's graveyard onto the battlefield under your control. Cycling {3} ({3}  Discard this card: Draw a card.),6.0,6.0,0.17,2x2,1
9043,Skyshroud Elite,{G},1.0,This Card gets +1/+2 as long as an opponent controls a nonbasic land.,1.0,1.0,0.29,exo,1
9044,The Ever-Changing 'Dane,{W}{U}{B},3.0,{1}  Sacrifice another creature: This Card becomes a copy of the sacrificed creature  except it has this ability.,3.0,3.0,0.2,dmc,2
9045,Culling Drone,{1}{B},2.0,Devoid (This card has no color.) Ingest (Whenever this creature deals combat damage to a player  that player exiles the top card of their library.),2.0,2.0,0.04,bfz,0
9046,Elvish Warmaster,{1}{G},2.0,Whenever one or more other Elves enter the battlefield under your control  create a 1/1 green Elf Warrior creature token. This ability triggers only once each turn. {5}{G}{G}: Elves you control get +2/+2 and gain deathtouch until end of turn.,2.0,2.0,3.36,khm,2
9047,Tideforce Elemental,{2}{U},3.0,{U}  {T}: You may tap or untap another target creature. Landfall — Whenever a land enters the battlefield under your control  you may untap This Card.,2.0,1.0,0.22,wwk,1
9048,Epicure of Blood,{4}{B},5.0,Whenever you gain life  each opponent loses 1 life.,4.0,4.0,0.14,c21,0
9049,Pashalik Mons,{2}{R},3.0,Whenever This Card or another Goblin you control dies  This Card deals 1 damage to any target. {3}{R}  Sacrifice a Goblin: Create two 1/1 red Goblin creature tokens.,2.0,2.0,2.97,mh1,2
9050,Dryad of the Ilysian Grove,{2}{G},3.0,You may play an additional land on each of your turns. Lands you control are every basic land type in addition to their other types.,2.0,4.0,14.45,thb,2
9051,Sage of Hours,{1}{U},2.0,Heroic — Whenever you cast a spell that targets This Card  put a +1/+1 counter on it. Remove all +1/+1 counters from This Card: For each five counters removed this way  take an extra turn after this one.,1.0,1.0,5.4,jou,3
9052,Obscura Initiate,{2}{U},3.0,Flying {1}{W/B}: This Card gains lifelink until end of turn.,2.0,2.0,0.01,snc,0
9053,Ghastbark Twins,{5}{G}{G},7.0,Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.) This Card can block an additional creature each combat.,7.0,7.0,0.08,m19,1
9054,Lantern Kami,{W},1.0,Flying,1.0,1.0,0.11,chk,0
9055,Inexorable Blob,{2}{G},3.0,Delirium — Whenever This Card attacks  if there are four or more card types among cards in your graveyard  create a 3/3 green Ooze creature token that's tapped and attacking.,3.0,3.0,0.19,soi,2
9056,Carven Caryatid,{1}{G}{G},3.0,Defender (This creature can't attack.) When This Card enters the battlefield  draw a card.,2.0,5.0,0.24,jmp,1
9057,Sylvan Safekeeper,{G},1.0,Sacrifice a land: Target creature you control gains shroud until end of turn. (It can't be the target of spells or abilities.),1.0,1.0,14.58,cma,2
9058,Megatog,{4}{R}{R},6.0,Sacrifice an artifact: This Card gets +3/+3 and gains trample until end of turn.,3.0,4.0,0.26,mrd,2
9059,Mystic Visionary,{1}{W},2.0,Threshold — This Card has flying as long as seven or more cards are in your graveyard.,2.0,1.0,0.05,ody,0
9060,Phantasmal Image,{1}{U},2.0,"You may have This Card enter the battlefield as a copy of any creature on the battlefield  except it's an Illusion in addition to its other types and it has ""When this creature becomes the target of a spell or ability  sacrifice it.""",0.0,0.0,3.23,afc,2
9061,Gudul Lurker,{U},1.0,This Card can't be blocked. Megamorph {U} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its megamorph cost and put a +1/+1 counter on it.),1.0,1.0,0.77,dtk,1
9062,Brutalizer Exarch,{5}{G},6.0,When This Card enters the battlefield  choose one — • Search your library for a creature card  reveal it  then shuffle and put that card on top. • Put target noncreature permanent on the bottom of its owner's library.,3.0,3.0,0.37,pca,1
9063,Paperfin Rascal,{2}{U},3.0,When This Card enters the battlefield  clash with an opponent. If you win  put a +1/+1 counter on This Card. (Each clashing player reveals the top card of their library  then puts that card on the top or bottom. A player wins if their card had a higher mana value.),2.0,2.0,0.07,lrw,0
9064,Anurid Brushhopper,{1}{G}{W},3.0,Discard two cards: Exile This Card. Return it to the battlefield under its owner's control at the beginning of the next end step.,3.0,4.0,0.42,jud,2
9065,Festering Mummy,{B},1.0,When This Card dies  you may put a -1/-1 counter on target creature.,1.0,1.0,0.2,akh,0
9066,Fledgling Dragon,{2}{R}{R},4.0,"Flying Threshold — As long as seven or more cards are in your graveyard  This Card gets +3/+3 and has ""{R}: This Card gets +1/+0 until end of turn.""",2.0,2.0,0.81,jud,2
9067,Wormfang Newt,{1}{U},2.0,When This Card enters the battlefield  exile a land you control. When This Card leaves the battlefield  return the exiled card to the battlefield under its owner's control.,2.0,2.0,0.1,jud,0
9068,Celestial Unicorn,{2}{W},3.0,Whenever you gain life  put a +1/+1 counter on This Card.,3.0,2.0,0.1,afr,0
9069,Phyrexian Missionary,{1}{W},2.0,Kicker {1}{B} (You may pay an additional {1}{B} as you cast this spell.) Lifelink When This Card enters the battlefield  if it was kicked  return target creature card from your graveyard to your hand.,2.0,3.0,0.06,dmu,1
9070,Feldon of the Third Path,{1}{R}{R},3.0,{2}{R}  {T}: Create a token that's a copy of target creature card in your graveyard  except it's an artifact in addition to its other types. It gains haste. Sacrifice it at the beginning of the next end step.,2.0,3.0,0.43,c21,3
9071,Marshdrinker Giant,{3}{G}{G},5.0,When This Card enters the battlefield  destroy target Island or Swamp an opponent controls.,4.0,3.0,0.15,eve,1
9072,Venerated Teacher,{2}{U},3.0,When This Card enters the battlefield  put two level counters on each creature you control with level up.,2.0,2.0,0.11,roe,0
