,name,mana_cost,cmc,oracle_text,prices,set,rarity
9577,Bolt of Keranos,{1}{R}{R},3.0,This Card deals 3 damage to any target. Scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.),0.02,bng,0
9578,Ancestral Anger,{R},1.0,Target creature gains trample and gets +X/+0 until end of turn  where X is 1 plus the number of cards named This Card in your graveyard. Draw a card.,0.23,vow,0
9579,Miscast,{U},1.0,Counter target instant or sorcery spell unless its controller pays {3}.,1.82,m21,1
9580,Spinning Wheel,{3},3.0,{T}: Add one mana of any color. {5}  {T}: Tap target creature.,0.14,eld,1
9581,You Come to the Gnoll Camp,{1}{R},2.0,Choose one — • Intimidate Them — Up to two target creatures can't block this turn. • Fend Them Off — Target creature gets +3/+1 until end of turn.,0.03,afr,0
9583,Eye of Yawgmoth,{3},3.0,{3}  {T}  Sacrifice a creature: Reveal a number of cards from the top of your library equal to the sacrificed creature's power. Put one into your hand and exile the rest.,0.16,nem,2
9584,First Day of Class,{1}{R},2.0,Whenever a creature enters the battlefield under your control this turn  put a +1/+1 counter on it and it gains haste until end of turn. Learn. (You may reveal a Lesson card you own from outside the game and put it into your hand  or discard a card to draw a card.),0.18,stx,0
9585,Ravenous Trap,{2}{B}{B},4.0,If an opponent had three or more cards put into their graveyard from anywhere this turn  you may pay {0} rather than pay this spell's mana cost. Exile target player's graveyard.,0.18,2xm,2
9586,Thieves' Fortune,{2}{U},3.0,Prowl {U} (You may cast this for its prowl cost if you dealt combat damage to a player this turn with a Rogue.) Look at the top four cards of your library. Put one of them into your hand and the rest on the bottom of your library in any order.,0.12,mor,1
9587,Body of Research,{G}{G}{G}{U}{U}{U},6.0,Create a 0/0 green and blue Fractal creature token. Put X +1/+1 counters on it  where X is the number of cards in your library.,0.69,stx,3
9588,Irrigation Ditch,_,0.0,This Card enters the battlefield tapped. {T}: Add {W}. {T}  Sacrifice This Card: Add {G}{U}.,0.18,inv,0
9589,Letter of Acceptance,{3},3.0,{T}: Add one mana of any color. {2}  {T}  Sacrifice This Card: Draw a card.,0.09,stx,0
9590,"Garruk, Cursed Huntsman",{4}{B}{G},6.0,"0: Create two 2/2 black and green Wolf creature tokens with ""When this creature dies  put a loyalty counter on each Garruk you control."" −3: Destroy target creature. Draw a card. −6: You get an emblem with ""Creatures you control get +3/+3 and have trample.""",2.12,eld,3
9591,Freyalise's Charm,{G}{G},2.0,Whenever an opponent casts a black spell  you may pay {G}{G}. If you do  you draw a card. {G}{G}: Return This Card to its owner's hand.,0.21,ice,1
9592,Curse of Wizardry,{2}{B}{B},4.0,As This Card enters the battlefield  choose a color. Whenever a player casts a spell of the chosen color  that player loses 1 life.,0.19,roe,1
9593,Mount Keralia,_,0.0,At the beginning of your end step  put a pressure counter on This Card. When you planeswalk away from This Card  it deals damage equal to the number of pressure counters on it to each creature and each planeswalker. Whenever you roll {CHAOS}  prevent all damage that planes named This Card would deal this game to permanents you control.,1.36,opca,0
9595,Kari Zev's Expertise,{1}{R}{R},3.0,Gain control of target creature or Vehicle until end of turn. Untap it. It gains haste until end of turn. You may cast a spell with mana value 2 or less from your hand without paying its mana cost.,0.98,aer,2
9596,"Liliana, Waker of the Dead",{2}{B}{B},4.0,"+1: Each player discards a card. Each opponent who can't loses 3 life. −3: Target creature gets -X/-X until end of turn  where X is the number of cards in your graveyard. −7: You get an emblem with ""At the beginning of combat on your turn  put target creature card from a graveyard onto the battlefield under your control. It gains haste.""",1.54,m21,3
9597,Political Trickery,{2}{U},3.0,Exchange control of target land you control and target land an opponent controls. (This effect lasts indefinitely.),4.63,mir,2
9598,"Kaya, Geist Hunter",{1}{W}{B},3.0,+1: Creatures you control gain deathtouch until end of turn. Put a +1/+1 counter on up to one target creature token you control. −2: Until end of turn  if one or more tokens would be created under your control  twice that many of those tokens are created instead. −6: Exile all cards from all graveyards  then create a 1/1 white Spirit creature token with flying for each card exiled this way.,2.78,vow,3
9599,Maddening Cacophony,{1}{U},2.0,Kicker {3}{U} Each opponent mills eight cards. If this spell was kicked  instead each opponent mills half their library  rounded up.,3.70,znr,2
9600,Not Forgotten,{1}{W},2.0,Put target card from a graveyard on the top or bottom of its owner's library. Create a 1/1 white Spirit creature token with flying.,0.11,soi,1
9601,Trail of Evidence,{2}{U},3.0,"Whenever you cast an instant or sorcery spell  investigate. (Create a Clue token. It's an artifact with ""{2}  Sacrifice this artifact: Draw a card."")",0.23,soi,1
9602,Quicksilver Amulet,{4},4.0,{4}  {T}: You may put a creature card from your hand onto the battlefield.,8.34,m12,2
9603,Rath's Edge,_,0.0,{T}: Add {C}. {4}  {T}  Sacrifice a land: This Card deals 1 damage to any target.,0.45,nem,2
9604,Indestructible Aura,{W},1.0,Prevent all damage that would be dealt to target creature this turn.,0.10,chr,0
9605,Geyadrone Dihada,{1}{U}{B}{R},4.0,Protection from permanents with corruption counters on them +1: Each opponent loses 2 life and you gain 2 life. Put a corruption counter on up to one other target creature or planeswalker. −3: Gain control of target creature or planeswalker until end of turn. Untap it and put a corruption counter on it. It gains haste until end of turn. −7: Gain control of each permanent with a corruption counter on it.,0.96,mh2,3
9606,Swelter,{3}{R},4.0,This Card deals 2 damage to each of two target creatures.,0.13,jud,1
9607,Urza's Power Plant,_,0.0,{T}: Add {C}. If you control an Urza's Mine and an Urza's Tower  add {C}{C} instead.,1.49,2xm,0
9608,Omen of the Forge,{1}{R},2.0,Flash When This Card enters the battlefield  it deals 2 damage to any target. {2}{R}  Sacrifice This Card: Scry 2.,0.02,thb,0
9609,Ordeal of Erebos,{1}{B},2.0,Enchant creature Whenever enchanted creature attacks  put a +1/+1 counter on it. Then if it has three or more +1/+1 counters on it  sacrifice This Card. When you sacrifice This Card  target player discards two cards.,0.05,ths,1
9610,Channeled Force,{2}{U}{R},4.0,As an additional cost to cast this spell  discard X cards. Target player draws X cards. This Card deals X damage to up to one target creature or planeswalker.,0.05,iko,1
9611,Rith's Grove,_,0.0,When This Card enters the battlefield  sacrifice it unless you return a non-Lair land you control to its owner's hand. {T}: Add {R}  {G}  or {W}.,0.72,pls,1
9612,Eye of Singularity,{3}{W},4.0,When This Card enters the battlefield  destroy each permanent with the same name as another permanent  except for basic lands. They can't be regenerated. Whenever a permanent other than a basic land enters the battlefield  destroy all other permanents with that name. They can't be regenerated.,3.81,vis,2
9613,Paraselene,{2}{W},3.0,Destroy all enchantments. You gain 1 life for each enchantment destroyed this way.,0.14,isd,1
9614,Call of the Conclave,{G}{W},2.0,Create a 3/3 green Centaur creature token.,0.08,mm3,0
9615,Chorus of Woe,{B},1.0,Creatures you control get +1/+0 until end of turn.,0.11,s99,0
9616,Deploy the Gatewatch,{4}{W}{W},6.0,Look at the top seven cards of your library. Put up to two planeswalker cards from among them onto the battlefield. Put the rest on the bottom of your library in a random order.,0.88,emn,3
9617,Hellion Eruption,{5}{R},6.0,Sacrifice all creatures you control  then create that many 4/4 red Hellion creature tokens.,0.22,pca,2
9618,Squeeze,{3}{U},4.0,Sorcery spells cost {3} more to cast.,0.30,mmq,2
9619,Purphoros's Intervention,{X}{R},1.0,Choose one — • Create an X/1 red Elemental creature token with trample and haste. Sacrifice it at the beginning of the next end step. • This Card deals twice X damage to target creature or planeswalker.,0.11,thb,2
9620,Rowan Kenrith,{4}{R}{R},6.0,"+2: During target player's next turn  each creature that player controls attacks if able. −2: This Card deals 3 damage to each tapped creature target player controls. −8: Target player gets an emblem with ""Whenever you activate an ability that isn't a mana ability  copy it. You may choose new targets for the copy."" Partner with Will Kenrith This Card can be your commander.",0.25,clb,3
9621,Obelisk of Grixis,{3},3.0,{T}: Add {U}  {B}  or {R}.,0.25,e01,0
9622,Reinterpret,{2}{U}{R},4.0,Counter target spell. You may cast a spell with an equal or lesser mana value from your hand without paying its mana cost.,0.24,c21,2
9623,Cruel Fate,{4}{U},5.0,Look at the top five cards of target opponent's library. Put one of those cards into that player's graveyard and the rest on top of their library in any order.,0.67,por,2
9624,Vital Surge,{1}{G},2.0,You gain 3 life. Splice onto Arcane {1}{G} (As you cast an Arcane spell  you may reveal this card from your hand and pay its splice cost. If you do  add this card's effects to that spell.),0.10,bok,0
9625,Smuggler's Buggy,{4},4.0,Hideaway 4 (When this artifact enters the battlefield  look at the top four cards of your library  exile one face down  then put the rest on the bottom in a random order.) Whenever This Card deals combat damage to a player  you may cast the exiled card without paying its mana cost. If you do  return This Card to its owner's hand. Crew 2,0.17,ncc,2
9626,Time Distortion,_,0.0,When you encounter This Card  reverse the game's turn order. (For example  if play had proceeded clockwise around the table  it now goes counterclockwise. Then planeswalk away from this phenomenon.),2.29,opca,0
9627,"Huatli, the Sun's Heart",{2}{G/W},3.0,Each creature you control assigns combat damage equal to its toughness rather than its power. −3: You gain life equal to the greatest toughness among creatures you control.,0.21,war,1
9628,Inevitable End,{2}{B},3.0,"Enchant creature Enchanted creature has ""At the beginning of your upkeep  sacrifice a creature.""",0.04,thb,1
9629,Hunter's Prowess,{4}{G},5.0,"Until end of turn  target creature gets +3/+3 and gains trample and ""Whenever this creature deals combat damage to a player  draw that many cards.""",0.27,c17,2
9630,Ephemeral Shields,{1}{W},2.0,"Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.) Target creature gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)",0.10,m15,0
9631,Presence of the Master,{3}{W},4.0,Whenever a player casts an enchantment spell  counter it.,0.29,usg,1
9632,Gift of Granite,{W},1.0,Flash (You may cast this spell any time you could cast an instant.) Enchant creature Enchanted creature gets +0/+2.,0.17,fut,0
9633,Bident of Thassa,{2}{U}{U},4.0,Whenever a creature you control deals combat damage to a player  you may draw a card. {1}{U}  {T}: Creatures your opponents control attack this turn if able.,3.94,a25,2
9634,New Perspectives,{5}{U},6.0,When This Card enters the battlefield  draw three cards. As long as you have seven or more cards in hand  you may pay {0} rather than pay cycling costs.,0.08,c20,2
9635,Kill Shot,{2}{W},3.0,Destroy target attacking creature.,0.01,snc,0
9636,Promise of Loyalty,{4}{W},5.0,Each player puts a vow counter on a creature they control and sacrifices the rest. Each of those creatures can't attack you or planeswalkers you control for as long as it has a vow counter on it.,2.40,c21,2
9637,Narset Transcendent,{2}{W}{U},4.0,"+1: Look at the top card of your library. If it's a noncreature  nonland card  you may reveal it and put it into your hand. −2: When you cast your next instant or sorcery spell from your hand this turn  it gains rebound. (Exile the spell as it resolves. At the beginning of your next upkeep  you may cast that card from exile without paying its mana cost.) −9: You get an emblem with ""Your opponents can't cast noncreature spells.""",7.90,dtk,3
9638,Proclamation of Rebirth,{2}{W},3.0,Return up to three target creature cards with mana value 1 or less from your graveyard to the battlefield. Forecast — {5}{W}  Reveal This Card from your hand: Return target creature card with mana value 1 or less from your graveyard to the battlefield. (Activate only during your upkeep and only once each turn.),0.68,dis,2
9639,Overwhelming Stampede,{3}{G}{G},5.0,Until end of turn  creatures you control gain trample and get +X/+X  where X is the greatest power among creatures you control.,3.28,c19,2
9640,Dead-Iron Sledge,{1},1.0,Whenever equipped creature blocks or becomes blocked by a creature  destroy both creatures. Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery. This card enters the battlefield unattached and stays on the battlefield if the creature leaves.),0.18,mrd,1
9641,Wildsize,{2}{G},3.0,Target creature gets +2/+2 and gains trample until end of turn. Draw a card.,0.02,cmr,0
9642,Consuming Bonfire,{3}{R}{R},5.0,Choose one — • This Card deals 4 damage to target non-Elemental creature. • This Card deals 7 damage to target Treefolk creature.,0.07,lrw,0
9643,Rush of Battle,{3}{W},4.0,Creatures you control get +2/+1 until end of turn. Warrior creatures you control gain lifelink until end of turn. (Damage dealt by those Warriors also causes their controller to gain that much life.),0.07,ktk,0
9644,Indomitable Creativity,{X}{R}{R}{R},3.0,Destroy X target artifacts and/or creatures. For each permanent destroyed this way  its controller reveals cards from the top of their library until an artifact or creature card is revealed and exiles that card. Those players put the exiled cards onto the battlefield  then shuffle.,19.95,aer,3
9645,Realms Uncharted,{2}{G},3.0,Search your library for up to four land cards with different names and reveal them. An opponent chooses two of those cards. Put the chosen cards into your graveyard and the rest into your hand. Then shuffle.,8.64,roe,2
9646,Tempered Steel,{1}{W}{W},3.0,Artifact creatures you control get +2/+2.,1.96,2xm,2
9648,"Tezzeret, Artifice Master",{3}{U}{U},5.0,"+1: Create a 1/1 colorless Thopter artifact creature token with flying. 0: Draw a card. If you control three or more artifacts  draw two cards instead. −9: You get an emblem with ""At the beginning of your end step  search your library for a permanent card  put it onto the battlefield  then shuffle.""",3.28,m19,3
9649,Leonin Sun Standard,{2},2.0,{1}{W}: Creatures you control get +1/+1 until end of turn.,0.18,mrd,2
9650,Creeping Renaissance,{3}{G}{G},5.0,Choose a permanent type. Return all cards of the chosen type from your graveyard to your hand. Flashback {5}{G}{G} (You may cast this card from your graveyard for its flashback cost. Then exile it.),1.54,c18,2
9651,Filigree Fracture,{2}{G},3.0,Destroy target artifact or enchantment. If that permanent was blue or black  draw a card.,0.09,con,1
9652,Glyph of Delusion,{U},1.0,"Put X glyph counters on target creature that target Wall blocked this turn  where X is the power of that blocked creature. The creature gains ""This creature doesn't untap during your untap step if it has a glyph counter on it"" and ""At the beginning of your upkeep  remove a glyph counter from this creature.""",0.85,leg,0
9653,Shared Fate,{4}{U},5.0,If a player would draw a card  that player exiles the top card of one of their opponents' libraries face down instead. Each player may look at cards they exiled with This Card  and they may play lands and cast spells from among those cards.,0.58,mrd,2
9654,Cold Storage,{4},4.0,{3}: Exile target creature you control. Sacrifice This Card: Return each creature card exiled with This Card to the battlefield under your control.,0.84,tmp,2
9655,Fires of Yavimaya,{1}{R}{G},3.0,Creatures you control have haste. Sacrifice This Card: Target creature gets +2/+2 until end of turn.,0.95,pca,1
9656,Chant of Vitu-Ghazi,{6}{W}{W},8.0,Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.) Prevent all damage that would be dealt by creatures this turn. You gain life equal to the damage prevented this way.,0.23,rav,1
9657,Genesis Wave,{X}{G}{G}{G},3.0,Reveal the top X cards of your library. You may put any number of permanent cards with mana value X or less from among them onto the battlefield. Then put all cards revealed this way that weren't put onto the battlefield into your graveyard.,6.65,ima,2
9658,Shrine of Burning Rage,{2},2.0,At the beginning of your upkeep or whenever you cast a red spell  put a charge counter on This Card. {3}  {T}  Sacrifice This Card: It deals damage equal to the number of charge counters on it to any target.,0.27,nph,1
9659,Hissing Miasma,{1}{B}{B},3.0,Whenever a creature attacks you  its controller loses 1 life.,0.87,gpt,1
9660,Double Stroke,_,0.0,Hidden agenda (Start the game with this conspiracy face down in the command zone and secretly choose a card name. You may turn this conspiracy face up any time and reveal that name.) Whenever you cast an instant or sorcery spell with the chosen name  you may copy it. You may choose new targets for the copy.,0.25,cns,1
9661,Recruit the Worthy,{W},1.0,Buyback {3} (You may pay an additional {3} as you cast this spell. If you do  put this card into your hand as it resolves.) Create a 1/1 white Soldier creature token.,0.07,mh1,0
9662,Mind Whip,{2}{B}{B},4.0,Enchant creature At the beginning of the upkeep of enchanted creature's controller  that player may pay {3}. If they don't  This Card deals 2 damage to that player and you tap that creature.,0.35,ice,2
9663,Scepter of Insight,{1}{U}{U},3.0,{3}{U}  {T}: Draw a card.,0.14,con,2
9664,Diabolic Servitude,{3}{B},4.0,When This Card enters the battlefield  return target creature card from your graveyard to the battlefield. When the creature put onto the battlefield with This Card dies  exile it and return This Card to its owner's hand. When This Card leaves the battlefield  exile the creature put onto the battlefield with This Card.,0.23,cma,1
9665,Misfortune,{1}{B}{R}{G},4.0,An opponent chooses one — • You put a +1/+1 counter on each creature you control and gain 4 life. • You put a -1/-1 counter on each creature that player controls and This Card deals 4 damage to that player.,2.32,all,2
9667,The Maelstrom,_,0.0,When you planeswalk to This Card or at the beginning of your upkeep  you may reveal the top card of your library. If it's a permanent card  you may put it onto the battlefield. If you revealed a card but didn't put it onto the battlefield  put it on the bottom of your library. Whenever you roll {CHAOS}  return target permanent card from your graveyard to the battlefield.,2.86,opca,0
9668,"Shorikai, Genesis Engine",{2}{W}{U},4.0,"{1}  {T}: Draw two cards  then discard a card. Create a 1/1 colorless Pilot creature token with ""This creature crews Vehicles as though its power were 2 greater."" Crew 8 (Tap any number of creatures you control with total power 8 or more: This Vehicle becomes an artifact creature until end of turn.) This Card can be your commander.",3.58,nec,3
9669,Puncture Blast,{2}{R},3.0,Wither (This deals damage to creatures in the form of -1/-1 counters.) This Card deals 3 damage to any target.,0.15,eve,0
9670,Cavalcade of Calamity,{1}{R},2.0,Whenever a creature you control with power 1 or less attacks  This Card deals 1 damage to the player or planeswalker that creature is attacking.,0.13,rna,1
9671,Vault Skyward,{U},1.0,Target creature gains flying until end of turn. Untap it.,0.09,som,0
9672,Haunted Ridge,_,0.0,This Card enters the battlefield tapped unless you control two or more other lands. {T}: Add {B} or {R}.,10.97,mid,2
9673,Knight Paladin,{5},5.0,Trample Rapid-fire Battle Cannon — When This Card enters the battlefield  it deals 4 damage to each opponent. Crew 1 (Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.),0.93,40k,2
9674,Lash of the Whip,{4}{B},5.0,Target creature gets -4/-4 until end of turn.,0.02,ths,0
9675,Corpse Churn,{1}{B},2.0,Mill three cards  then you may return a creature card from your graveyard to your hand. (To mill a card  put the top card of your library into your graveyard.),0.02,cmr,0
9676,Doom Foretold,{2}{W}{B},4.0,At the beginning of each player's upkeep  that player sacrifices a nonland  nontoken permanent. If that player can't  they discard a card  they lose 2 life  you draw a card  you gain 2 life  you create a 2/2 white Knight creature token with vigilance  then you sacrifice This Card.,0.22,eld,2
9677,Elephant Resurgence,{1}{G},2.0,"Each player creates a green Elephant creature token. Those creatures have ""This creature's power and toughness are each equal to the number of creature cards in its controller's graveyard.""",0.28,pcy,2
9678,Lookout's Dispersal,{2}{U},3.0,This spell costs {1} less to cast if you control a Pirate. Counter target spell unless its controller pays {4}.,0.17,xln,1
9679,Medomai's Prophecy,{1}{U},2.0,(As this Saga enters and after your draw step  add a lore counter. Sacrifice after IV.) I — Scry 2. II — Choose a card name. III — When you cast a spell with the chosen name for the first time this turn  draw two cards. IV — Look at the top card of each player's library.,0.06,thb,1
9680,Traumatize,{3}{U}{U},5.0,Target player mills half their library  rounded down.,3.45,m14,2
9681,Heart of Kiran,{2},2.0,Flying  vigilance Crew 3 (Tap any number of creatures you control with total power 3 or more: This Vehicle becomes an artifact creature until end of turn.) You may remove a loyalty counter from a planeswalker you control rather than pay This Card's crew cost.,0.79,aer,3
9682,Serene Sunset,{X}{G},1.0,Prevent all combat damage X target creatures would deal this turn.,0.18,jud,1
9683,Obelisk of Urd,{6},6.0,Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.) As This Card enters the battlefield  choose a creature type. Creatures you control of the chosen type get +2/+2.,1.80,znc,2
9684,Prismatic Lens,{2},2.0,{T}: Add {C}. {1}  {T}: Add one mana of any color.,0.37,tsr,0
9685,Hallowed Haunting,{2}{W}{W},4.0,"As long as you control seven or more enchantments  creatures you control have flying and vigilance. Whenever you cast an enchantment spell  create a white Spirit Cleric creature token with ""This creature's power and toughness are each equal to the number of Spirits you control.""",7.66,vow,3
9686,Safeguard,{3}{W}{W},5.0,{2}{W}: Prevent all combat damage that would be dealt by target creature this turn.,0.25,tmp,2
9687,Mending Touch,{G},1.0,Regenerate target creature.,0.04,dgm,0
9688,Death Bomb,{3}{B},4.0,As an additional cost to cast this spell  sacrifice a creature. Destroy target nonblack creature. It can't be regenerated. Its controller loses 2 life.,0.14,pls,0
9689,Ogre's Cleaver,{2},2.0,Equipped creature gets +5/+0. Equip {5},0.22,roe,1
9691,Shed Weakness,{G},1.0,Target creature gets +2/+2 until end of turn. You may remove a -1/-1 counter from it.,0.06,uma,0
9692,Vessel of Nascency,{G},1.0,{1}{G}  Sacrifice This Card: Reveal the top four cards of your library. You may put an artifact  creature  enchantment  land  or planeswalker card from among them into your hand. Put the rest into your graveyard.,0.14,a25,0
9693,Deadly Riposte,{1}{W},2.0,This Card deals 3 damage to target tapped creature and you gain 2 life.,0.14,bro,0
9694,Throes of Chaos,{3}{R},4.0,Cascade (When you cast this spell  exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom of your library in a random order.) Retrace (You may cast this card from your graveyard by discarding a land card in addition to paying its other costs.),0.14,afc,1
9695,Eunuchs' Intrigues,{2}{R},3.0,Target opponent chooses a creature they control. Other creatures they control can't block this turn.,10.40,ptk,1
9696,Tasha's Hideous Laughter,{1}{U}{U},3.0,Each opponent exiles cards from the top of their library until that player has exiled cards with total mana value 20 or more.,3.96,afr,2
9697,Training Center,_,0.0,This Card enters the battlefield tapped unless you have two or more opponents. {T}: Add {U} or {R}.,8.00,phed,2
9698,Crippling Blight,{B},1.0,Enchant creature Enchanted creature gets -1/-1 and can't block.,0.08,m15,0
9699,Parallax Tide,{2}{U}{U},4.0,Fading 5 (This enchantment enters the battlefield with five fade counters on it. At the beginning of your upkeep  remove a fade counter from it. If you can't  sacrifice it.) Remove a fade counter from This Card: Exile target land. When This Card leaves the battlefield  each player returns to the battlefield all cards they own exiled with This Card.,4.49,nem,2
9700,Land Grant,{1}{G},2.0,If you have no land cards in hand  you may reveal your hand rather than pay this spell's mana cost. Search your library for a Forest card  reveal that card  put it into your hand  then shuffle.,0.38,mmq,0
9701,Ice Cage,{1}{U},2.0,Enchant creature Enchanted creature can't attack or block  and its activated abilities can't be activated. When enchanted creature becomes the target of a spell or ability  destroy This Card.,0.02,m12,0
9702,Glorious Anthem,{1}{W}{W},3.0,Creatures you control get +1/+1.,0.18,m21,2
9703,Unwind,{2}{U},3.0,Counter target noncreature spell. Untap up to three lands.,0.45,dom,0
9704,Hammer of Nazahn,{4},4.0,Whenever This Card or another Equipment enters the battlefield under your control  you may attach that Equipment to target creature you control. Equipped creature gets +2/+0 and has indestructible. Equip {4},17.38,2xm,2
9705,Lens Flare,{4}{W},5.0,Affinity for artifacts (This spell costs {1} less to cast for each artifact you control.) This Card deals 5 damage to target attacking or blocking creature.,0.01,mh2,0
9706,Illusion of Choice,{U},1.0,You choose how each player votes this turn. Draw a card.,0.89,cn2,1
9707,Healing Grace,{W},1.0,Prevent the next 3 damage that would be dealt to any target this turn by a source of your choice. You gain 3 life.,0.04,dom,0
9708,Liberating Combustion,{4}{R},5.0,This Card deals 6 damage to target creature. You may search your library and/or graveyard for a card named Chandra  Pyrogenius  reveal it  and put it into your hand. If you search your library this way  shuffle.,0.11,kld,2
9709,Geothermal Bog,_,0.0,({T}: Add {B} or {R}.) This Card enters the battlefield tapped.,0.21,dmu,0
9710,Gather Specimens,{3}{U}{U}{U},6.0,If a creature would enter the battlefield under an opponent's control this turn  it enters the battlefield under your control instead.,0.91,ala,2
9711,Aeronaut's Wings,{2},2.0,Equipped creature gets +1/+0 and has flying. Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.),0.12,bro,0
9712,Containment Membrane,{2}{U},3.0,Surge {U} (You may cast this spell for its surge cost if you or a teammate has cast another spell this turn.) Enchant creature Enchanted creature doesn't untap during its controller's untap step.,0.03,ogw,0
9713,Professor's Warning,{B},1.0,"Choose one — • Put a +1/+1 counter on target creature. • Target creature gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)",0.07,stx,0
9714,Dub,{2}{W},3.0,Enchant creature Enchanted creature gets +2/+2  has first strike  and is a Knight in addition to its other types. (It deals combat damage before creatures without first strike.),0.01,m21,0
9715,Sadistic Sacrament,{B}{B}{B},3.0,Kicker {7} (You may pay an additional {7} as you cast this spell.) Search target player's library for up to three cards  exile them  then that player shuffles. If this spell was kicked  instead search that player's library for up to fifteen cards  exile them  then that player shuffles.,2.51,zen,2
9716,Mageta's Boon,{1}{W},2.0,Flash Enchant creature Enchanted creature gets +1/+2.,0.16,pcy,0
9717,Nature's Kiss,{1}{G},2.0,Enchant creature {1}  Exile the top card of your graveyard: Enchanted creature gets +1/+1 until end of turn.,0.13,wth,0
9718,Swindler's Scheme,{2}{U},3.0,Whenever an opponent casts a spell from their hand  you may reveal the top card of your library. If it shares a card type with that spell  counter that spell and that opponent may cast the revealed card without paying its mana cost.,0.09,ncc,2
9719,Shiv's Embrace,{2}{R}{R},4.0,Enchant creature Enchanted creature gets +2/+2 and has flying. {R}: Enchanted creature gets +1/+0 until end of turn.,0.07,m14,1
9720,Approach of the Second Sun,{6}{W},7.0,If this spell was cast from your hand and you've cast another spell named This Card this game  you win the game. Otherwise  put This Card into its owner's library seventh from the top and you gain 7 life.,2.56,akh,2
9721,Seal of Strength,{G},1.0,Sacrifice This Card: Target creature gets +3/+3 until end of turn.,0.10,ema,0
9722,Culling Sun,{2}{W}{W}{B},5.0,Destroy each creature with mana value 3 or less.,0.23,gpt,2
9723,Aquatic Incursion,{3}{U},4.0,When This Card enters the battlefield  create two 1/1 blue Merfolk creature tokens with hexproof. (They can't be the targets of spells or abilities your opponents control.) {3}{U}: Target Merfolk can't be blocked this turn.,0.12,rix,1
9724,Deicide,{1}{W},2.0,Exile target enchantment. If the exiled card is a God card  search its controller's graveyard  hand  and library for any number of cards with the same name as that card and exile them. Then that player shuffles.,0.15,jou,2
9725,Coastal Breach,{6}{U},7.0,Undaunted (This spell costs {1} less to cast for each opponent.) Return all nonland permanents to their owners' hands.,4.72,c16,2
9726,Neutralizing Blast,{1}{U},2.0,Counter target multicolored spell.,0.04,frf,1
9727,Tandem Tactics,{1}{W},2.0,Up to two target creatures each get +1/+2 until end of turn. You gain 2 life.,0.03,jmp,0
9728,Numbing Dose,{3}{U}{U},5.0,Enchant artifact or creature Enchanted permanent doesn't untap during its controller's untap step. At the beginning of the upkeep of enchanted permanent's controller  that player loses 1 life.,0.11,nph,0
9729,Scorching Lava,{1}{R},2.0,Kicker {R} (You may pay an additional {R} as you cast this spell.) This Card deals 2 damage to any target. If this spell was kicked  that creature can't be regenerated this turn and if it would die this turn  exile it instead.,0.12,inv,0
9730,Bottomless Vault,_,0.0,This Card enters the battlefield tapped. You may choose not to untap This Card during your untap step. At the beginning of your upkeep  if This Card is tapped  put a storage counter on it. {T}  Remove any number of storage counters from This Card: Add {B} for each storage counter removed this way.,1.55,5ed,2
9731,Wolfcaller's Howl,{3}{G},4.0,At the beginning of your upkeep  create X 2/2 green Wolf creature tokens  where X is the number of your opponents with four or more cards in hand.,1.91,cma,2
9732,Recommission,{1}{W},2.0,Return target artifact or creature card with mana value 3 or less from your graveyard to the battlefield. If a creature enters the battlefield this way  it enters with an additional +1/+1 counter on it.,0.21,bro,0
9733,Rolling Temblor,{2}{R},3.0,This Card deals 2 damage to each creature without flying. Flashback {4}{R}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.),0.01,c19,1
9734,Kjeldoran War Cry,{1}{W},2.0,Creatures you control get +X/+X until end of turn  where X is 1 plus the number of cards named This Card in all graveyards.,0.09,csp,0
9735,Pride of Conquerors,{1}{W},2.0,Ascend (If you control ten or more permanents  you get the city's blessing for the rest of the game.) Creatures you control get +1/+1 until end of turn. If you have the city's blessing  those creatures get +2/+2 until end of turn instead.,0.05,rix,1
9736,Sphere of Grace,{3}{W},4.0,If a black source would deal damage to you  prevent 2 of that damage.,0.16,ody,1
9737,Rage Extractor,{4}{R/P},5.0,({R/P} can be paid with either {R} or 2 life.) Whenever you cast a spell with {P} in its mana cost  This Card deals damage equal to that spell's mana value to any target.,0.17,nph,1
9738,Golden Demise,{1}{B}{B},3.0,Ascend (If you control ten or more permanents  you get the city's blessing for the rest of the game.) All creatures get -2/-2 until end of turn. If you have the city's blessing  instead only creatures your opponents control get -2/-2 until end of turn.,0.05,rix,1
