,name,mana_cost,cmc,oracle_text,power,toughness,prices,set,rarity
8897,Throne Warden,{1}{W},2.0,At the beginning of your end step  if you're the monarch  put a +1/+1 counter on This Card.,2.0,2.0,0.12,cn2,0
8898,Lightning Hounds,{2}{R}{R},4.0,First strike,3.0,2.0,0.11,mmq,0
8899,Stoic Angel,{1}{G}{W}{U},4.0,Flying  vigilance Players can't untap more than one creature during their untap steps.,3.0,4.0,0.55,mm3,2
8900,Foul Watcher,{1}{U},2.0,Flying When This Card enters the battlefield  surveil 1. (Look at the top card of your library. You may put that card into your graveyard.) Delirium — This Card gets +1/+0 as long as there are four or more card types among cards in your graveyard.,1.0,2.0,0.02,mh2,0
8901,Spectral Lynx,{1}{W},2.0,Protection from green {B}: Regenerate This Card.,2.0,1.0,0.50,apc,2
8902,Eccentric Farmer,{2}{G},3.0,When This Card enters the battlefield  mill three cards  then you may return a land card from your graveyard to your hand. (To mill a card  put the top card of your library into your graveyard.),2.0,3.0,0.02,mid,0
8903,Crag Puca,{U/R}{U/R}{U/R},3.0,{U/R}: Switch This Card's power and toughness until end of turn.,2.0,4.0,0.24,eve,1
8904,Deathbloom Ritualist,{3}{B}{G},5.0,{T}: Add X mana of any one color  where X is the number of creature cards in your graveyard.,3.0,5.0,0.16,bro,2
8905,Magnigoth Sentry,{3}{G},4.0,Reach,4.0,4.0,0.02,dmu,0
8906,Apes of Rath,{2}{G}{G},4.0,Whenever This Card attacks  it doesn't untap during its controller's next untap step.,5.0,4.0,0.18,tmp,1
8907,Pyroceratops,{3}{R},4.0,Trample Whenever you cast a noncreature spell  put a +1/+1 counter on This Card.,2.0,3.0,0.03,iko,0
8908,Prime Speaker Vannifar,{2}{G}{U},4.0,{T}  Sacrifice another creature: Search your library for a creature card with mana value equal to 1 plus the sacrificed creature's mana value  put that card onto the battlefield  then shuffle. Activate only as a sorcery.,2.0,4.0,1.58,rna,3
8909,Filigree Familiar,{3},3.0,When This Card enters the battlefield  you gain 2 life. When This Card dies  draw a card.,2.0,2.0,0.04,cmr,0
8910,Sublime Archangel,{2}{W}{W},4.0,Flying Exalted (Whenever a creature you control attacks alone  that creature gets +1/+1 until end of turn.) Other creatures you control have exalted. (If a creature has multiple instances of exalted  each triggers separately.),4.0,3.0,3.39,uma,2
8911,Snake,_,0.0,_,1.0,1.0,0.19,tc15,0
8912,Glory-Bound Initiate,{1}{W},2.0,You may exert This Card as it attacks. When you do  it gets +1/+3 and gains lifelink until end of turn. (An exerted creature won't untap during your next untap step.),3.0,1.0,0.15,akh,2
8913,Jamuraan Lion,{2}{W},3.0,{W}  {T}: Target creature can't block this turn.,3.0,1.0,0.15,vis,0
8915,Sire of Insanity,{4}{B}{R},6.0,At the beginning of each end step  each player discards their hand.,6.0,4.0,0.69,dgm,2
8916,"Tivash, Gloom Summoner",{4}{B},5.0,Lifelink At the beginning of your end step  if you gained life this turn  you may pay X life  where X is the amount of life you gained this turn. If you do  create an X/X black Demon creature token with flying.,4.0,4.0,0.25,c21,2
8917,Eldrazi Skyspawner,{2}{U},3.0,"Devoid (This card has no color.) Flying When This Card enters the battlefield  create a 1/1 colorless Eldrazi Scion creature token. It has ""Sacrifice this creature: Add {C}.""",2.0,1.0,0.09,bfz,0
8918,Flying Men,{U},1.0,Flying,1.0,1.0,1.81,tsb,5
8919,Aerial Guide,{2}{U},3.0,Flying Whenever This Card attacks  another target attacking creature gains flying until end of turn.,2.0,2.0,0.02,hou,0
8920,"Atla Palani, Nest Tender",{1}{R}{G}{W},4.0,{2}  {T}: Create a 0/1 green Egg creature token with defender. Whenever an Egg you control dies  reveal cards from the top of your library until you reveal a creature card. Put that card onto the battlefield and the rest on the bottom of your library in a random order.,2.0,3.0,0.26,dmc,3
8921,Stinging Barrier,{2}{U}{U},4.0,Defender (This creature can't attack.) {U}  {T}: This Card deals 1 damage to any target.,0.0,4.0,0.11,mmq,0
8922,Omnispell Adept,{4}{U},5.0,{2}{U}  {T}: You may cast an instant or sorcery spell from your hand without paying its mana cost.,3.0,4.0,0.13,grn,2
8923,Lord of Change,{6}{U},7.0,Flying  ward {3} Architect of Deception — When This Card enters the battlefield  draw three cards.,6.0,6.0,1.73,40k,2
8924,Mudbutton Clanger,{R},1.0,Kinship — At the beginning of your upkeep  you may look at the top card of your library. If it shares a creature type with This Card  you may reveal it. If you do  This Card gets +1/+1 until end of turn.,1.0,1.0,0.08,mor,0
8925,Argothian Elder,{3}{G},4.0,{T}: Untap two target lands.,2.0,2.0,3.09,usg,1
8926,Mad Auntie,{2}{B},3.0,Other Goblin creatures you control get +1/+1. {T}: Regenerate another target Goblin.,2.0,2.0,0.45,mma,1
8927,Vexing Devil,{R},1.0,When This Card enters the battlefield  any opponent may have it deal 4 damage to them. If a player does  sacrifice This Card.,4.0,3.0,3.82,uma,2
8928,Femeref Archers,{2}{G},3.0,{T}: This Card deals 4 damage to target attacking creature with flying.,2.0,2.0,0.34,10e,1
8929,Skyspear Cavalry,{3}{W}{W},5.0,Flying Double strike (This creature deals both first-strike and regular combat damage.),2.0,2.0,0.04,uma,0
8930,Hovermyr,{2},2.0,Flying  vigilance,1.0,2.0,0.20,nph,0
8931,Gloomshrieker,{1}{B}{G},3.0,Menace (This creature can't be blocked except by two or more creatures.) When This Card enters the battlefield  return target permanent card from your graveyard to your hand. If This Card would die  exile it instead.,2.0,1.0,0.09,neo,1
8932,Woolly Loxodon,{5}{G}{G},7.0,Morph {5}{G} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.),6.0,7.0,0.04,a25,0
8933,Wizened Cenn,{W}{W},2.0,Other Kithkin creatures you control get +1/+1.,2.0,2.0,0.18,lrw,1
8934,Court Homunculus,{W},1.0,This Card gets +1/+1 as long as you control another artifact.,1.0,1.0,0.05,mm2,0
8935,Bloodthorn Taunter,{1}{R},2.0,Haste {T}: Target creature with power 5 or greater gains haste until end of turn.,1.0,1.0,0.08,ala,0
8936,Pharika's Chosen,{B},1.0,Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.),1.0,1.0,0.15,jou,0
8938,Firewake Sliver,{1}{R}{G},3.0,"All Sliver creatures have haste. All Slivers have ""{1}  Sacrifice this permanent: Target Sliver creature gets +2/+2 until end of turn.""",1.0,1.0,0.23,tsr,1
8939,Skyshroud Troopers,{3}{G},4.0,{T}: Add {G}.,3.0,3.0,0.10,sth,0
8940,Cloudreader Sphinx,{4}{U},5.0,Flying When This Card enters the battlefield  scry 2. (Look at the top two cards of your library  then put any number of them on the bottom of your library and the rest on top in any order.),3.0,4.0,0.02,2xm,0
8941,Hunted Nightmare,{1}{B}{B},3.0,Menace When This Card enters the battlefield  target opponent puts a deathtouch counter on a creature they control.,4.0,5.0,0.10,iko,2
8942,Benalish Lancer,{2}{W},3.0,Kicker {2}{W} (You may pay an additional {2}{W} as you cast this spell.) If This Card was kicked  it enters the battlefield with two +1/+1 counters on it and with first strike.,2.0,2.0,0.07,ddg,0
8943,Miasmic Mummy,{1}{B},2.0,When This Card enters the battlefield  each player discards a card.,2.0,2.0,0.05,jmp,0
8944,Canyon Drake,{2}{R}{R},4.0,Flying {1}  Discard a card at random: This Card gets +2/+0 until end of turn.,1.0,2.0,0.25,tmp,2
8945,Soul of Innistrad,{4}{B}{B},6.0,Deathtouch {3}{B}{B}: Return up to three target creature cards from your graveyard to your hand. {3}{B}{B}  Exile This Card from your graveyard: Return up to three target creature cards from your graveyard to your hand.,6.0,6.0,0.23,c20,3
8946,Thornweald Archer,{1}{G},2.0,Reach  deathtouch,2.0,1.0,0.11,tsr,0
8947,Valiant Knight,{3}{W},4.0,Other Knights you control get +1/+1. {3}{W}{W}: Knights you control gain double strike until end of turn.,3.0,4.0,0.40,m19,2
8949,Steel Golem,{3},3.0,You can't cast creature spells.,3.0,4.0,0.97,10e,1
8950,Voice of Duty,{3}{W},4.0,Flying  protection from green,2.0,2.0,0.27,uds,1
8951,Feral Hydra,{X}{G},1.0,This Card enters the battlefield with X +1/+1 counters on it. {3}: Put a +1/+1 counter on This Card. Any player may activate this ability.,0.0,0.0,0.20,jmp,1
8952,Mounted Dreadknight,{4}{R},5.0,Trample This Card enters the battlefield with a +1/+1 counter on it if an opponent lost life this turn.,5.0,4.0,0.01,mid,0
8953,Zephyr Falcon,{1}{U},2.0,Flying  vigilance,1.0,1.0,0.10,5ed,0
8954,Goldhound,{R},1.0,First strike Menace (This creature can't be blocked except by two or more creatures.) {T}  Sacrifice This Card: Add one mana of any color.,1.0,1.0,0.14,snc,0
8955,Glint-Sleeve Artisan,{2}{W},3.0,Fabricate 1 (When this creature enters the battlefield  put a +1/+1 counter on it or create a 1/1 colorless Servo artifact creature token.),2.0,2.0,0.05,2xm,0
8956,Adherent of Hope,{1}{W},2.0,At the beginning of combat on your turn  if you control a Basri planeswalker  put a +1/+1 counter on This Card.,2.0,1.0,0.10,m21,0
8957,Rampant Rejuvenator,{3}{G},4.0,This Card enters the battlefield with two +1/+1 counters on it. When This Card dies  search your library for up to X basic land cards  where X is This Card's power  put them onto the battlefield  then shuffle.,0.0,0.0,3.18,nec,2
8958,Pixie Guide,{1}{U},2.0,Flying Grant an Advantage — If you would roll one or more dice  instead roll that many dice plus one and ignore the lowest roll.,1.0,3.0,0.06,afr,0
8959,"Baru, Fist of Krosa",{3}{G}{G},5.0,Whenever a Forest enters the battlefield  green creatures you control get +1/+1 and gain trample until end of turn. Grandeur — Discard another card named This Card: Create an X/X green Wurm creature token  where X is the number of lands you control.,4.0,4.0,1.08,fut,2
8960,Mwonvuli Beast Tracker,{1}{G}{G},3.0,When This Card enters the battlefield  search your library for a creature card with deathtouch  hexproof  reach  or trample and reveal it. Shuffle and put that card on top.,2.0,1.0,0.25,m13,1
8961,"Selvala, Explorer Returned",{1}{G}{W},3.0,Parley — {T}: Each player reveals the top card of their library. For each nonland card revealed this way  add {G} and you gain 1 life. Then each player draws a card.,2.0,4.0,0.19,dmc,2
8962,Ondu Champion,{2}{R}{R},4.0,Rally — Whenever This Card or another Ally enters the battlefield under your control  creatures you control gain trample until end of turn.,4.0,3.0,0.06,bfz,0
8963,Liliana's Elite,{2}{B},3.0,This Card gets +1/+1 for each creature card in your graveyard.,1.0,1.0,0.04,2x2,0
8964,Hulking Devil,{3}{R},4.0,_,5.0,2.0,0.03,soi,0
8965,Puppeteer,{2}{U},3.0,{U}  {T}: You may tap or untap target creature.,1.0,2.0,0.29,10e,1
8966,Illusion,_,0.0,When this creature becomes the target of a spell  sacrifice it.,2.0,2.0,0.10,txln,0
8967,Manglehorn,{2}{G},3.0,When This Card enters the battlefield  you may destroy target artifact. Artifacts your opponents control enter the battlefield tapped.,2.0,2.0,0.40,akh,1
8968,Preeminent Captain,{2}{W},3.0,First strike (This creature deals combat damage before creatures without first strike.) Whenever This Card attacks  you may put a Soldier creature card from your hand onto the battlefield tapped and attacking.,2.0,2.0,0.42,m15,2
8969,Dread Drone,{4}{B},5.0,"When This Card enters the battlefield  create two 0/1 colorless Eldrazi Spawn creature tokens. They have ""Sacrifice this creature: Add {C}.""",4.0,1.0,0.07,mm2,0
8970,Whispering Snitch,{1}{B},2.0,Whenever you surveil for the first time each turn  This Card deals 1 damage to each opponent and you gain 1 life.,1.0,3.0,0.06,grn,1
8971,Questing Beast,{2}{G}{G},4.0,Vigilance  deathtouch  haste This Card can't be blocked by creatures with power 2 or less. Combat damage that would be dealt by creatures you control can't be prevented. Whenever This Card deals combat damage to an opponent  it deals that much damage to target planeswalker that player controls.,4.0,4.0,4.64,eld,3
8972,Tomakul Honor Guard,{1}{G},2.0,Ward {2} (Whenever this creature becomes the target of a spell or ability an opponent controls  counter it unless that player pays {2}.),3.0,1.0,0.09,bro,0
8973,Heartless Hidetsugu,{3}{R}{R},5.0,{T}: This Card deals damage to each player equal to half that player's life total  rounded down.,4.0,3.0,2.93,cns,2
8974,Sigiled Paladin,{W}{W},2.0,First strike Exalted (Whenever a creature you control attacks alone  that creature gets +1/+1 until end of turn.),2.0,2.0,0.28,ala,1
8975,"Hisoka, Minamo Sensei",{2}{U}{U},4.0,{2}{U}  Discard a card: Counter target spell if it has the same mana value as the discarded card.,1.0,3.0,0.17,chk,2
8976,Myr Servitor,{1},1.0,At the beginning of your upkeep  if This Card is on the battlefield  each player returns all cards named This Card from their graveyard to the battlefield.,1.0,1.0,0.15,uma,0
8977,Stalwart Valkyrie,{3}{W},4.0,You may pay {1}{W} and exile a creature card from your graveyard rather than pay this spell's mana cost. Flying,3.0,2.0,0.06,khm,0
8978,"Varolz, the Scar-Striped",{1}{B}{G},3.0,Each creature card in your graveyard has scavenge. The scavenge cost is equal to its mana cost. (Exile a creature card from your graveyard and pay its mana cost: Put a number of +1/+1 counters equal to that card's power on target creature. Scavenge only as a sorcery.) Sacrifice another creature: Regenerate This Card.,2.0,2.0,0.42,dgm,2
8979,Medomai the Ageless,{4}{W}{U},6.0,Flying Whenever This Card deals combat damage to a player  take an extra turn after this one. This Card can't attack during extra turns.,4.0,4.0,2.47,ths,3
8980,Ghost-Lit Redeemer,{W},1.0,{W}  {T}: You gain 2 life. Channel — {1}{W}  Discard This Card: You gain 4 life.,1.0,1.0,0.23,sok,1
8981,Restless Bones,{2}{B},3.0,{3}{B}  {T}: Target creature gains swampwalk until end of turn. (It can't be blocked as long as defending player controls a Swamp.) {1}{B}: Regenerate This Card.,1.0,1.0,0.09,gpt,0
8982,Jace's Archivist,{1}{U}{U},3.0,{U}  {T}: Each player discards their hand  then draws cards equal to the greatest number of cards a player discarded this way.,2.0,2.0,3.83,c15,2
8983,Scrapyard Mongrel,{3}{R},4.0,As long as you control an artifact  This Card gets +2/+0 and has trample. (It can deal excess combat damage to the player or planeswalker it's attacking.),3.0,3.0,0.09,m15,0
8984,Circle of the Land Druid,{1}{G},2.0,When This Card enters the battlefield  you may mill four cards. (You may put the top four cards of your library into your graveyard.) Natural Recovery — When This Card dies  return target land card from your graveyard to your hand.,1.0,1.0,0.09,clb,0
8985,Drainpipe Vermin,{B},1.0,When This Card dies  you may pay {B}. If you do  target player discards a card.,1.0,1.0,0.19,jmp,0
8986,Domesticated Hydra,{2}{G}{G},4.0,{X}{G}{G}{G}: Monstrosity X. (If this creature isn't monstrous  put X +1/+1 counters on it and it becomes monstrous.) As long as This Card is monstrous  it has trample.,3.0,3.0,0.24,cn2,1
8987,War-Spike Changeling,{3}{R},4.0,Changeling (This card is every creature type.) {R}: This Card gains first strike until end of turn.,3.0,3.0,0.12,mma,0
8988,Phyrexian Soulgorger,{3},3.0,Cumulative upkeep—Sacrifice a creature. (At the beginning of your upkeep  put an age counter on this permanent  then sacrifice it unless you pay its upkeep cost for each age counter on it.),8.0,8.0,2.57,csp,2
8989,"Kitt Kanto, Mayhem Diva",{1}{R}{G}{W},4.0,When Kitt Kanto enters the battlefield  create a 1/1 green and white Citizen creature token. At the beginning of combat on each player's turn  you may tap two untapped creatures you control. When you do  target creature that player controls gets +2/+2 and gains trample until end of turn. Goad that creature.,3.0,3.0,0.29,ncc,3
8990,Mardu Shadowspear,{B},1.0,Whenever This Card attacks  each opponent loses 1 life. Dash {1}{B} (You may cast this spell for its dash cost. If you do  it gains haste  and it's returned from the battlefield to its owner's hand at the beginning of the next end step.),1.0,1.0,0.14,frf,1
8991,Orchard Spirit,{2}{G},3.0,This Card can't be blocked except by creatures with flying or reach.,2.0,2.0,0.04,ori,0
8992,Tempest Caller,{2}{U}{U},4.0,When This Card enters the battlefield  tap all creatures target opponent controls.,2.0,3.0,0.16,xln,1
8993,Flamekin Spitfire,{1}{R},2.0,{3}{R}: This Card deals 1 damage to any target.,1.0,1.0,0.10,lrw,1
8994,Blizzard Specter,{2}{U}{B},4.0,Flying Whenever This Card deals combat damage to a player  choose one — • That player returns a permanent they control to its owner's hand. • That player discards a card.,2.0,3.0,0.19,ima,1
8995,Jangling Automaton,{3},3.0,Whenever This Card attacks  untap all creatures defending player controls.,3.0,2.0,0.12,wth,0
8996,Dragonmaster Outcast,{R},1.0,At the beginning of your upkeep  if you control six or more lands  create a 5/5 red Dragon creature token with flying.,1.0,1.0,0.99,afc,3
8997,Blood-Chin Fanatic,{1}{B}{B},3.0,{1}{B}  Sacrifice another Warrior creature: Target player loses X life and you gain X life  where X is the sacrificed creature's power.,3.0,3.0,0.16,dtk,2
8998,Kalastria Healer,{1}{B},2.0,Rally — Whenever This Card or another Ally enters the battlefield under your control  each opponent loses 1 life and you gain 1 life.,1.0,2.0,0.07,bfz,0
8999,Phase Dolphin,{2}{U},3.0,Whenever This Card attacks  another target attacking creature can't be blocked this turn.,1.0,4.0,0.02,iko,0
9000,Covert Technician,{2}{U},3.0,Ninjutsu {1}{U} ({1}{U}  Return an unblocked attacker you control to hand: Put this card onto the battlefield from your hand tapped and attacking.) Whenever This Card deals combat damage to a player  you may put an artifact card with mana value less than or equal to that damage from your hand onto the battlefield.,2.0,4.0,0.05,neo,1
9001,Auriok Edgewright,{W}{W},2.0,Metalcraft — This Card has double strike as long as you control three or more artifacts.,2.0,2.0,0.11,som,1
9002,Metathran Soldier,{1}{U},2.0,This Card can't be blocked.,1.0,1.0,0.16,uds,0
9004,Oona's Blackguard,{1}{B},2.0,Flying Each other Rogue creature you control enters the battlefield with an additional +1/+1 counter on it. Whenever a creature you control with a +1/+1 counter on it deals combat damage to a player  that player discards a card.,1.0,1.0,0.22,znc,1
9005,Twinshot Sniper,{3}{R},4.0,Reach When This Card enters the battlefield  it deals 2 damage to any target. Channel — {1}{R}  Discard This Card: It deals 2 damage to any target.,2.0,3.0,0.06,neo,1
9006,Intrepid Adversary,{1}{W},2.0,Lifelink When This Card enters the battlefield  you may pay {1}{W} any number of times. When you pay this cost one or more times  put that many valor counters on This Card. Creatures you control get +1/+1 for each valor counter on This Card.,3.0,1.0,1.37,mid,3
9007,Chain Devil,{3}{B},4.0,Animate Chains — When This Card enters the battlefield  each player sacrifices a nontoken creature.,4.0,2.0,0.08,clb,0
9008,Ogre-Head Helm,{1}{R},2.0,Equipped creature gets +2/+2. Whenever This Card or equipped creature deals combat damage to a player  you may sacrifice it. If you do  discard your hand  then draw three cards. Reconfigure {3} ({3}: Attach to target creature you control; or unattach from a creature. Reconfigure only as a sorcery. While attached  this isn't a creature.),2.0,2.0,0.09,neo,2
9009,Joraga Auxiliary,{1}{G}{W},3.0,{4}{G}{W}: Support 2. (Put a +1/+1 counter on each of up to two other target creatures.),2.0,3.0,0.11,ogw,1
9010,Borborygmos Enraged,{4}{R}{R}{G}{G},8.0,Trample Whenever This Card deals combat damage to a player  reveal the top three cards of your library. Put all land cards revealed this way into your hand and the rest into your graveyard. Discard a land card: This Card deals 3 damage to any target.,7.0,6.0,0.89,gtc,3
9011,Loamdragger Giant,{4}{R/G}{R/G}{R/G},7.0,_,7.0,6.0,0.12,shm,0
9012,Vampire Interloper,{1}{B},2.0,Flying This Card can't block.,2.0,1.0,0.01,mid,0
9013,Skymark Roc,{2}{W}{U},4.0,Flying Whenever This Card attacks  you may return target creature defending player controls with toughness 2 or less to its owner's hand.,3.0,3.0,0.06,rtr,1
9014,Glorybringer,{3}{R}{R},5.0,Flying  haste You may exert This Card as it attacks. When you do  it deals 4 damage to target non-Dragon creature an opponent controls. (An exerted creature won't untap during your next untap step.),4.0,4.0,0.46,akh,2
9015,Rimehorn Aurochs,{4}{G},5.0,Trample Whenever This Card attacks  it gets +1/+0 until end of turn for each other attacking Aurochs. {2}{S}: Target creature blocks target creature this turn if able. ({S} can be paid with one mana from a snow source.),3.0,3.0,0.15,csp,1
9016,Swiftgear Drake,{5},5.0,Flying  haste When This Card enters the battlefield  put up to one target card from a graveyard on the bottom of its owner's library.,2.0,4.0,0.09,bro,0
9017,Plague Wight,{1}{B},2.0,Whenever This Card becomes blocked  each creature blocking it gets -1/-1 until end of turn.,2.0,1.0,0.03,rna,0
9018,Sunblade Samurai,{4}{W},5.0,Vigilance Channel — {2}  Discard This Card: Search your library for a basic Plains card  reveal it  put it into your hand  then shuffle. You gain 2 life.,4.0,4.0,0.02,neo,0
9019,Synapse Sliver,{4}{U},5.0,Whenever a Sliver deals combat damage to a player  its controller may draw a card.,3.0,3.0,28.45,lgn,2
9020,Ruthless Cullblade,{1}{B},2.0,This Card gets +2/+1 as long as an opponent has 10 or less life.,2.0,1.0,0.09,wwk,0
9021,Ravaging Horde,{3}{R}{R},5.0,When This Card enters the battlefield  destroy target land.,3.0,3.0,14.99,ptk,1
9022,Fireborn Knight,{R/W}{R/W}{R/W}{R/W},4.0,Double strike {R/W}{R/W}{R/W}{R/W}: This Card gets +1/+1 until end of turn.,2.0,3.0,0.05,eld,1
9023,Mire Shade,{1}{B},2.0,{B}  Sacrifice a Swamp: Put a +1/+1 counter on This Card. Activate only as a sorcery.,1.0,1.0,0.16,mir,1
9024,Mystic Archaeologist,{1}{U},2.0,{3}{U}{U}: Draw two cards.,2.0,1.0,0.07,jmp,2
9025,Cabal Executioner,{2}{B}{B},4.0,Whenever This Card deals combat damage to a player  that player sacrifices a creature. Morph {3}{B}{B} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.),2.0,2.0,0.21,ons,1
9026,Blade of the Sixth Pride,{1}{W},2.0,_,3.0,1.0,0.02,tsr,0
9027,Confessor,{W},1.0,Whenever a player discards a card  you may gain 1 life.,1.0,1.0,0.15,ody,0
9028,Nantuko Mentor,{2}{G},3.0,{2}{G}  {T}: Target creature gets +X/+X until end of turn  where X is that creature's power.,1.0,1.0,0.22,ody,2
9029,Abyssal Nocturnus,{1}{B}{B},3.0,Whenever an opponent discards a card  This Card gets +2/+2 and gains fear until end of turn. (It can't be blocked except by artifact creatures and/or black creatures.),2.0,2.0,1.24,gpt,2
9030,Jeskai Sage,{1}{U},2.0,Prowess (Whenever you cast a noncreature spell  this creature gets +1/+1 until end of turn.) When This Card dies  draw a card.,1.0,1.0,0.05,frf,0
9031,Whirlpool Warrior,{2}{U},3.0,When This Card enters the battlefield  shuffle the cards from your hand into your library  then draw that many cards. {R}  Sacrifice This Card: Each player shuffles the cards from their hand into their library  then draws that many cards.,2.0,2.0,2.43,pca,2
9032,Thundering Ceratok,{4}{G},5.0,Trample When This Card enters the battlefield  other creatures you control gain trample until end of turn.,4.0,5.0,0.01,war,0
9033,Stromgald Spy,{3}{B},4.0,Whenever This Card attacks and isn't blocked  you may have defending player play with their hand revealed for as long as This Card remains on the battlefield. If you do  This Card assigns no combat damage this turn.,2.0,4.0,0.17,all,1
9034,Deathgreeter,{B},1.0,Whenever another creature dies  you may gain 1 life.,1.0,1.0,2.62,gvl,0
9035,Pearl Lake Ancient,{5}{U}{U},7.0,Flash This spell can't be countered. Prowess (Whenever you cast a noncreature spell  this creature gets +1/+1 until end of turn.) Return three lands you control to their owner's hand: Return This Card to its owner's hand.,6.0,7.0,0.26,ktk,3
9036,Ironroot Treefolk,{4}{G},5.0,_,3.0,5.0,0.11,5ed,0
9037,Tooth Collector,{2}{B},3.0,When This Card enters the battlefield  target creature an opponent controls gets -1/-1 until end of turn. Delirium — At the beginning of each opponent's upkeep  if there are four or more card types among cards in your graveyard  target creature that player controls gets -1/-1 until end of turn.,3.0,2.0,0.02,soi,1
9038,Vanguard Suppressor,{3}{U},4.0,Squad {2} (As an additional cost to cast this spell  you may pay {2} any number of times. When this creature enters the battlefield  create that many tokens that are copies of it.) Flying Suppressing Fire — Whenever This Card deals combat damage to a player  draw a card.,3.0,2.0,0.93,40k,2
9039,"Pharika, God of Affliction",{1}{B}{G},3.0,Indestructible As long as your devotion to black and green is less than seven  Pharika isn't a creature. {B}{G}: Exile target creature card from a graveyard. Its owner creates a 1/1 black and green Snake enchantment creature token with deathtouch.,5.0,5.0,2.53,jou,3
9040,Barkhide Troll,{G}{G},2.0,This Card enters the battlefield with a +1/+1 counter on it. {1}  Remove a +1/+1 counter from This Card: This Card gains hexproof until end of turn. (It can't be the target of spells or abilities your opponents control.),2.0,2.0,0.12,m20,1
9041,Eyeblight Cullers,{4}{B},5.0,When This Card dies  create three 1/1 green Elf Warrior creature tokens  then mill three cards. (Put the top three cards of your library into your graveyard.),3.0,3.0,0.03,khc,0
9042,Shivan Devastator,{X}{R},1.0,Flying  haste This Card enters the battlefield with X +1/+1 counters on it.,0.0,0.0,6.59,dmu,3
9043,Lys Alana Scarblade,{2}{B},3.0,{T}  Discard an Elf card: Target creature gets -X/-X until end of turn  where X is the number of Elves you control.,1.0,1.0,0.10,khc,1
9044,Deadwood Treefolk,{5}{G},6.0,Vanishing 3 (This creature enters the battlefield with three time counters on it. At the beginning of your upkeep  remove a time counter from it. When the last is removed  sacrifice it.) When This Card enters or leaves the battlefield  return another target creature card from your graveyard to your hand.,3.0,6.0,0.20,c13,1
9045,Crumbling Colossus,{5},5.0,Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.) When This Card attacks  sacrifice it at end of combat.,7.0,4.0,0.06,m12,1
9046,Phantom General,{3}{W},4.0,Creature tokens you control get +1/+1.,2.0,3.0,0.21,ddk,1
9047,Vesperlark,{2}{W},3.0,Flying When This Card leaves the battlefield  return target creature card with power 1 or less from your graveyard to the battlefield. Evoke {1}{W} (You may cast this spell for its evoke cost. If you do  it's sacrificed when it enters the battlefield.),2.0,1.0,0.11,mh1,1
9048,Task Force,{2}{W},3.0,Whenever This Card becomes the target of a spell or ability  it gets +0/+3 until end of turn.,1.0,3.0,0.14,mmq,0
9049,Cunning Advisor,{3}{B},4.0,{T}: Target opponent discards a card. Activate only during your turn  before attackers are declared.,1.0,1.0,10.26,ptk,1
9050,"Goro-Goro, Disciple of Ryusei",{1}{R},2.0,{R}: Creatures you control gain haste until end of turn. {3}{R}{R}: Create a 5/5 red Dragon Spirit creature token with flying. Activate only if you control an attacking modified creature. (Equipment  Auras you control  and counters are modifications.),2.0,2.0,0.44,neo,2
9051,Rubblebelt Boar,{3}{R},4.0,When This Card enters the battlefield  target creature gets +2/+0 until end of turn.,3.0,3.0,0.02,grn,0
9052,Brion Stoutarm,{2}{R}{W},4.0,Lifelink {R}  {T}  Sacrifice another creature: This Card deals damage equal to the sacrificed creature's power to target player or planeswalker.,4.0,4.0,0.56,a25,2
9053,"Ulamog, the Infinite Gyre",{11},11.0,When you cast this spell  destroy target permanent. Indestructible Annihilator 4 (Whenever this creature attacks  defending player sacrifices four permanents.) When This Card is put into a graveyard from anywhere  its owner shuffles their graveyard into their library.,10.0,10.0,24.61,2x2,3
9054,Realmwalker,{2}{G},3.0,Changeling (This card is every creature type.) As This Card enters the battlefield  choose a creature type. You may look at the top card of your library any time. You may cast creature spells of the chosen type from the top of your library.,2.0,3.0,4.98,khm,2
9055,Graxiplon,{5}{U},6.0,This Card can't be blocked unless defending player controls three or more creatures that share a creature type.,3.0,4.0,0.10,ons,1
9056,Skysnare Spider,{4}{G}{G},6.0,Vigilance (Attacking doesn't cause this creature to tap.) Reach (This creature can block creatures with flying.),6.0,6.0,0.21,ori,1
9057,Kjeldoran Gargoyle,{5}{W},6.0,Flying  first strike Whenever This Card deals damage  you gain that much life.,3.0,3.0,0.09,csp,1
9058,Dire Fleet Ravager,{3}{B}{B},5.0,Menace  deathtouch When This Card enters the battlefield  each player loses a third of their life  rounded up.,4.0,4.0,0.24,clb,3
9059,Bosk Banneret,{1}{G},2.0,Treefolk spells and Shaman spells you cast cost {1} less to cast.,1.0,3.0,0.24,mor,0
9060,Hypnox,{8}{B}{B}{B},11.0,Flying When This Card enters the battlefield  if you cast it from your hand  exile all cards from target opponent's hand. When This Card leaves the battlefield  return the exiled cards to their owner's hand.,8.0,8.0,2.43,tor,2
